ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	(Wide)	ReportID:	2210	DataYear:	2009	Prepared	7/11/2010
2	Salem District	150	Town of Blacksburg Total:																														174,295	0.91%	0.08%	105.22	1.02%	0.14%	116,439	0.55%	0.05%	7.33	0.59%	0.01%													290,735	0.13%	112.55	0.15%
2	Salem District	154	Town of Christiansburg	14	Urban Principal Arterial - Other			              																															51,036	0.24%	0.02%	4.54	0.36%	0.01%													51,036	0.02%	4.54	0.01%
2	Salem District	154	Town of Christiansburg	16	Urban Minor Arterial			              																									10,369	0.05%	0.00%	1.58	0.02%	0.00%	92,377	0.44%	0.04%	7.72	0.62%	0.01%													102,747	0.05%	9.30	0.01%
2	Salem District	154	Town of Christiansburg	17	Urban Collector			              																									20,703	0.11%	0.01%	4.43	0.04%	0.01%																			20,703	0.01%	4.43	0.01%
2	Salem District	154	Town of Christiansburg	19	Urban Local System			              																									73,098	0.38%	0.03%	95.81	0.93%	0.13%																			73,098	0.03%	95.81	0.13%
2	Salem District	154	Town of Christiansburg Total:																														104,170	0.55%	0.05%	101.82	0.99%	0.14%	143,414	0.68%	0.06%	12.26	0.98%	0.02%													247,584	0.11%	114.08	0.15%
2	Salem District	113	City of Galax	14	Urban Principal Arterial - Other			              																															84,670	0.40%	0.04%	7.97	0.64%	0.01%													84,670	0.04%	7.97	0.01%
2	Salem District	113	City of Galax	16	Urban Minor Arterial			              																									24,754	0.13%	0.01%	4.83	0.05%	0.01%	251	0.00%	0.00%	0.11	0.01%	0.00%													25,005	0.01%	4.94	0.01%
2	Salem District	113	City of Galax	17	Urban Collector			              																									15,952	0.08%	0.01%	7.89	0.08%	0.01%																			15,952	0.01%	7.89	0.01%
2	Salem District	113	City of Galax	19	Urban Local System			              																									14,433	0.08%	0.01%	39.59	0.38%	0.05%																			14,433	0.01%	39.59	0.05%
2	Salem District	113	City of Galax Total:																														55,140	0.29%	0.02%	52.31	0.51%	0.07%	84,922	0.40%	0.04%	8.08	0.65%	0.01%													140,061	0.06%	60.39	0.08%
2	Salem District	120	City of Martinsville	14	Urban Principal Arterial - Other			              																									18,463	0.10%	0.01%	1.00	0.01%	0.00%	86,265	0.41%	0.04%	7.01	0.56%	0.01%													104,728	0.05%	8.01	0.01%
2	Salem District	120	City of Martinsville	16	Urban Minor Arterial			              																									52,942	0.28%	0.02%	9.51	0.09%	0.01%	30,229	0.14%	0.01%	4.63	0.37%	0.01%													83,171	0.04%	14.14	0.02%
2	Salem District	120	City of Martinsville	17	Urban Collector			              																									18,021	0.09%	0.01%	7.99	0.08%	0.01%																			18,021	0.01%	7.99	0.01%
2	Salem District	120	City of Martinsville	19	Urban Local System			              																									54,664	0.29%	0.02%	69.87	0.68%	0.09%																			54,664	0.02%	69.87	0.09%
2	Salem District	120	City of Martinsville Total:																														144,090	0.76%	0.06%	88.37	0.86%	0.12%	116,494	0.55%	0.05%	11.64	0.93%	0.02%													260,584	0.12%	100.01	0.13%
2	Salem District	266	Town of Narrows	7	Rural Major Collector			              																									43	0.00%	0.00%	0.13	0.00%	0.00%																			43	0.00%	0.13	0.00%
2	Salem District	266	Town of Narrows	9	Rural Local System			              																									4,682	0.02%	0.00%	15.82	0.15%	0.02%																			4,682	0.00%	15.82	0.02%
2	Salem District	266	Town of Narrows Total:																														4,725	0.02%	0.00%	15.95	0.15%	0.02%																			4,725	0.00%	15.95	0.02%
2	Salem District	279	Town of Pearisburg	7	Rural Major Collector			              																									2,658	0.01%	0.00%	1.30	0.01%	0.00%																			2,658	0.00%	1.30	0.00%
2	Salem District	279	Town of Pearisburg	9	Rural Local System			              																									12,047	0.06%	0.01%	18.71	0.18%	0.03%																			12,047	0.01%	18.71	0.03%
2	Salem District	279	Town of Pearisburg Total:																														14,704	0.08%	0.01%	20.01	0.19%	0.03%																			14,704	0.01%	20.01	0.03%
2	Salem District	125	Town of Pulaski	14	Urban Principal Arterial - Other			              																															50,995	0.24%	0.02%	6.63	0.53%	0.01%													50,995	0.02%	6.63	0.01%
2	Salem District	125	Town of Pulaski	16	Urban Minor Arterial			              																									25,909	0.14%	0.01%	8.28	0.08%	0.01%	3,106	0.01%	0.00%	1.68	0.13%	0.00%													29,015	0.01%	9.96	0.01%
2	Salem District	125	Town of Pulaski	17	Urban Collector			              																									5,438	0.03%	0.00%	4.29	0.04%	0.01%																			5,438	0.00%	4.29	0.01%
2	Salem District	125	Town of Pulaski	19	Urban Local System			              																									58,579	0.31%	0.03%	47.03	0.46%	0.06%																			58,579	0.03%	47.03	0.06%
2	Salem District	125	Town of Pulaski Total:																														89,926	0.47%	0.04%	59.60	0.58%	0.08%	54,101	0.26%	0.02%	8.31	0.67%	0.01%													144,027	0.06%	67.91	0.09%
2	Salem District	126	City of Radford	14	Urban Principal Arterial - Other			              																															79,993	0.38%	0.04%	9.43	0.76%	0.01%													79,993	0.04%	9.43	0.01%
2	Salem District	126	City of Radford	16	Urban Minor Arterial			              																									30,687	0.16%	0.01%	9.03	0.09%	0.01%																			30,687	0.01%	9.03	0.01%
2	Salem District	126	City of Radford	17	Urban Collector			              																									6,348	0.03%	0.00%	4.03	0.04%	0.01%																			6,348	0.00%	4.03	0.01%
2	Salem District	126	City of Radford	19	Urban Local System			              																									48,614	0.26%	0.02%	48.60	0.47%	0.07%																			48,614	0.02%	48.60	0.07%
2	Salem District	126	City of Radford Total:																														85,649	0.45%	0.04%	61.66	0.60%	0.08%	79,993	0.38%	0.04%	9.43	0.76%	0.01%													165,641	0.07%	71.09	0.10%
2	Salem District	128	City of Roanoke	14	Urban Principal Arterial - Other			              																									15,878	0.08%	0.01%	1.71	0.02%	0.00%	480,452	2.28%	0.22%	26.52	2.13%	0.04%													496,330	0.22%	28.23	0.04%
2	Salem District	128	City of Roanoke	16	Urban Minor Arterial			              																									370,555	1.94%	0.17%	34.50	0.33%	0.05%	198,663	0.94%	0.09%	16.52	1.33%	0.02%													569,219	0.26%	51.02	0.07%
2	Salem District	128	City of Roanoke	17	Urban Collector			              																									140,843	0.74%	0.06%	24.26	0.24%	0.03%	16,762	0.08%	0.01%	1.64	0.13%	0.00%													157,605	0.07%	25.90	0.03%
2	Salem District	128	City of Roanoke	19	Urban Local System			              																									347,584	1.82%	0.16%	350.49	3.40%	0.47%																			347,584	0.16%	350.49	0.47%
2	Salem District	128	City of Roanoke Total:																														874,861	4.59%	0.39%	410.96	3.99%	0.55%	695,878	3.30%	0.31%	44.68	3.59%	0.06%													1,570,738	0.71%	455.64	0.61%
2	Salem District	157	Town of Rocky Mount	6	Rural Minor Arterial			              																															47,932	0.23%	0.02%	3.92	0.31%	0.01%													47,932	0.02%	3.92	0.01%
2	Salem District	157	Town of Rocky Mount	7	Rural Major Collector			              																									11,618	0.06%	0.01%	2.65	0.03%	0.00%	26,472	0.13%	0.01%	2.97	0.24%	0.00%													38,091	0.02%	5.62	0.01%
2	Salem District	157	Town of Rocky Mount	8	Rural Minor Collector			              																									6,821	0.04%	0.00%	3.48	0.03%	0.00%																			6,821	0.00%	3.48	0.00%
2	Salem District	157	Town of Rocky Mount	9	Rural Local System			              																									15,831	0.08%	0.01%	27.59	0.27%	0.04%																			15,831	0.01%	27.59	0.04%
2	Salem District	157	Town of Rocky Mount Total:																														34,271	0.18%	0.02%	33.72	0.33%	0.05%	74,404	0.35%	0.03%	6.89	0.55%	0.01%													108,675	0.05%	40.61	0.05%
2	Salem District	129	City of Salem	14	Urban Principal Arterial - Other			              																															195,968	0.93%	0.09%	11.69	0.94%	0.02%													195,968	0.09%	11.69	0.02%
2	Salem District	129	City of Salem	16	Urban Minor Arterial			              																									35,716	0.19%	0.02%	4.91	0.05%	0.01%	45,462	0.22%	0.02%	4.16	0.33%	0.01%													81,178	0.04%	9.07	0.01%
2	Salem District	129	City of Salem	17	Urban Collector			              																									32,751	0.17%	0.01%	9.55	0.09%	0.01%	20,618	0.10%	0.01%	1.12	0.09%	0.00%													53,369	0.02%	10.67	0.01%
2	Salem District	129	City of Salem	19	Urban Local System			              																									88,410	0.46%	0.04%	104.81	1.02%	0.14%																			88,410	0.04%	104.81	0.14%
2	Salem District	129	City of Salem Total:																														156,877	0.82%	0.07%	119.27	1.16%	0.16%	262,047	1.24%	0.12%	16.97	1.36%	0.02%													418,924	0.19%	136.24	0.18%
2	Salem District	149	Town of Vinton	16	Urban Minor Arterial			              																									24,397	0.13%	0.01%	1.20	0.01%	0.00%	49,919	0.24%	0.02%	2.23	0.18%	0.00%													74,316	0.03%	3.43	0.00%
2	Salem District	149	Town of Vinton	17	Urban Collector			              																									24,815	0.13%	0.01%	2.94	0.03%	0.00%																			24,815	0.01%	2.94	0.00%
2	Salem District	149	Town of Vinton	19	Urban Local System			              																									33,860	0.18%	0.02%	33.70	0.33%	0.05%																			33,860	0.02%	33.70	0.05%
2	Salem District	149	Town of Vinton Total:																														83,071	0.44%	0.04%	37.84	0.37%	0.05%	49,919	0.24%	0.02%	2.23	0.18%	0.00%													132,990	0.06%	40.07	0.05%
2	Salem District		Salem District Total:						3,423,227	8.67%	1.54%	7,343.77	15.09%	9.90%	7,304,255	10.80%	3.29%	1,041.65	12.51%	1.40%	4,996,330	7.60%	2.25%	117.80	10.52%	0.16%							1,845,308	9.68%	0.83%	1,141.01	11.08%	1.54%	1,752,609	8.30%	0.79%	139.22	11.18%	0.19%													19,321,729	8.71%	9,783.45	13.19%
3	Lynchburg District	005	Amherst County	2	Rural Principal Arterial - Other			              							76,590	0.11%	0.03%	5.37	0.06%	0.01%																																					76,590	0.03%	5.37	0.01%
3	Lynchburg District	005	Amherst County	6	Rural Minor Arterial			              							124,383	0.18%	0.06%	57.01	0.68%	0.08%																																					124,383	0.06%	57.01	0.08%
3	Lynchburg District	005	Amherst County	7	Rural Major Collector			              	53,508	0.14%	0.02%	89.16	0.18%	0.12%																																											53,508	0.02%	89.16	0.12%
3	Lynchburg District	005	Amherst County	8	Rural Minor Collector			              	8,764	0.02%	0.00%	30.23	0.06%	0.04%																																											8,764	0.00%	30.23	0.04%
3	Lynchburg District	005	Amherst County	9	Rural Local System			              	42,709	0.11%	0.02%	315.19	0.65%	0.43%	21	0.00%	0.00%	0.04	0.00%	0.00%																																					42,730	0.02%	315.23	0.43%
3	Lynchburg District	005	Amherst County	12	Urban Principal Arterial - Other Freeways or Expressways			              							278,218	0.41%	0.13%	16.90	0.20%	0.02%																																					278,218	0.13%	16.90	0.02%
3	Lynchburg District	005	Amherst County	14	Urban Principal Arterial - Other			              							195,583	0.29%	0.09%	14.78	0.18%	0.02%																																					195,583	0.09%	14.78	0.02%
3	Lynchburg District	005	Amherst County	16	Urban Minor Arterial			              	10,216	0.03%	0.00%	3.10	0.01%	0.00%	104,462	0.15%	0.05%	11.29	0.14%	0.02%																																					114,679	0.05%	14.39	0.02%
3	Lynchburg District	005	Amherst County	17	Urban Collector			              	55,250	0.14%	0.02%	26.55	0.05%	0.04%																																											55,250	0.02%	26.55	0.04%
3	Lynchburg District	005	Amherst County	19	Urban Local System			              	34,940	0.09%	0.02%	85.53	0.18%	0.12%	6,475	0.01%	0.00%	4.34	0.05%	0.01%																																					41,415	0.02%	89.87	0.12%
3	Lynchburg District	005	Amherst County Total:						205,387	0.52%	0.09%	549.76	1.13%	0.74%	785,732	1.16%	0.35%	109.73	1.32%	0.15%																																					991,119	0.45%	659.49	0.89%
3	Lynchburg District	006	Appomattox County	2	Rural Principal Arterial - Other			              							243,369	0.36%	0.11%	20.06	0.24%	0.03%																																					243,369	0.11%	20.06	0.03%
3	Lynchburg District	006	Appomattox County	6	Rural Minor Arterial			              							54,108	0.08%	0.02%	27.12	0.33%	0.04%																																					54,108	0.02%	27.12	0.04%
3	Lynchburg District	006	Appomattox County	7	Rural Major Collector			              	67,656	0.17%	0.03%	80.11	0.16%	0.11%	28,595	0.04%	0.01%	5.89	0.07%	0.01%																																					96,251	0.04%	86.00	0.12%
3	Lynchburg District	006	Appomattox County	8	Rural Minor Collector			              	11,554	0.03%	0.01%	45.21	0.09%	0.06%																																											11,554	0.01%	45.21	0.06%
3	Lynchburg District	006	Appomattox County	9	Rural Local System			              	54,219	0.14%	0.02%	309.06	0.64%	0.42%	354	0.00%	0.00%	1.41	0.02%	0.00%																																					54,573	0.02%	310.47	0.42%
3	Lynchburg District	006	Appomattox County Total:						133,430	0.34%	0.06%	434.38	0.89%	0.59%	326,425	0.48%	0.15%	54.48	0.65%	0.07%																																					459,855	0.21%	488.86	0.66%
3	Lynchburg District	014	Buckingham County	6	Rural Minor Arterial			              							279,441	0.41%	0.13%	85.87	1.03%	0.12%																																					279,441	0.13%	85.87	0.12%
3	Lynchburg District	014	Buckingham County	7	Rural Major Collector			              	51,654	0.13%	0.02%	85.93	0.18%	0.12%	12,410	0.02%	0.01%	10.47	0.13%	0.01%																																					64,064	0.03%	96.40	0.13%
3	Lynchburg District	014	Buckingham County	8	Rural Minor Collector			              	9,981	0.03%	0.00%	31.63	0.07%	0.04%																																											9,981	0.00%	31.63	0.04%
3	Lynchburg District	014	Buckingham County	9	Rural Local System			              	75,999	0.19%	0.03%	456.07	0.94%	0.61%	13	0.00%	0.00%	0.06	0.00%	0.00%																																					76,012	0.03%	456.13	0.62%
3	Lynchburg District	014	Buckingham County Total:						137,634	0.35%	0.06%	573.63	1.18%	0.77%	291,865	0.43%	0.13%	96.40	1.16%	0.13%																																					429,499	0.19%	670.03	0.90%
3	Lynchburg District	015	Campbell County	2	Rural Principal Arterial - Other			              							424,537	0.63%	0.19%	23.79	0.29%	0.03%																																					424,537	0.19%	23.79	0.03%
3	Lynchburg District	015	Campbell County	6	Rural Minor Arterial			              							214,635	0.32%	0.10%	44.29	0.53%	0.06%																																					214,635	0.10%	44.29	0.06%
3	Lynchburg District	015	Campbell County	7	Rural Major Collector			              	186,934	0.47%	0.08%	133.27	0.27%	0.18%	61,397	0.09%	0.03%	21.68	0.26%	0.03%																																					248,331	0.11%	154.95	0.21%
3	Lynchburg District	015	Campbell County	8	Rural Minor Collector			              	9,447	0.02%	0.00%	22.60	0.05%	0.03%																																											9,447	0.00%	22.60	0.03%
3	Lynchburg District	015	Campbell County	9	Rural Local System			              	140,711	0.36%	0.06%	419.82	0.86%	0.57%	177	0.00%	0.00%	0.66	0.01%	0.00%																																					140,888	0.06%	420.48	0.57%
3	Lynchburg District	015	Campbell County	12	Urban Principal Arterial - Other Freeways or Expressways			              							300,018	0.44%	0.14%	10.59	0.13%	0.01%																																					300,018	0.14%	10.59	0.01%
3	Lynchburg District	015	Campbell County	14	Urban Principal Arterial - Other			              							306,844	0.45%	0.14%	13.49	0.16%	0.02%																																					306,844	0.14%	13.49	0.02%
3	Lynchburg District	015	Campbell County	16	Urban Minor Arterial			              	61,838	0.16%	0.03%	8.54	0.02%	0.01%																																											61,838	0.03%	8.54	0.01%
3	Lynchburg District	015	Campbell County	17	Urban Collector			              	60,537	0.15%	0.03%	23.14	0.05%	0.03%																																											60,537	0.03%	23.14	0.03%
3	Lynchburg District	015	Campbell County	19	Urban Local System			              	38,830	0.10%	0.02%	75.75	0.16%	0.10%	5,661	0.01%	0.00%	4.88	0.06%	0.01%																																					44,491	0.02%	80.63	0.11%
3	Lynchburg District	015	Campbell County Total:						498,297	1.26%	0.22%	683.12	1.40%	0.92%	1,313,270	1.94%	0.59%	119.38	1.43%	0.16%																																					1,811,567	0.82%	802.50	1.08%
3	Lynchburg District	019	Charlotte County	2	Rural Principal Arterial - Other			              							104,359	0.15%	0.05%	24.00	0.29%	0.03%																																					104,359	0.05%	24.00	0.03%
3	Lynchburg District	019	Charlotte County	6	Rural Minor Arterial			              							71,905	0.11%	0.03%	39.84	0.48%	0.05%																																					71,905	0.03%	39.84	0.05%
3	Lynchburg District	019	Charlotte County	7	Rural Major Collector			              	40,988	0.10%	0.02%	71.75	0.15%	0.10%	86,762	0.13%	0.04%	48.56	0.58%	0.07%																																					127,749	0.06%	120.31	0.16%
3	Lynchburg District	019	Charlotte County	8	Rural Minor Collector			              	3,202	0.01%	0.00%	13.21	0.03%	0.02%	291	0.00%	0.00%	0.70	0.01%	0.00%																																					3,493	0.00%	13.91	0.02%
3	Lynchburg District	019	Charlotte County	9	Rural Local System			              	64,008	0.16%	0.03%	392.50	0.81%	0.53%	196	0.00%	0.00%	1.30	0.02%	0.00%																																					64,204	0.03%	393.80	0.53%
3	Lynchburg District	019	Charlotte County Total:						108,198	0.27%	0.05%	477.46	0.98%	0.64%	263,512	0.39%	0.12%	114.40	1.37%	0.15%																																					371,710	0.17%	591.86	0.80%
3	Lynchburg District	024	Cumberland County	6	Rural Minor Arterial			              							122,268	0.18%	0.06%	28.98	0.35%	0.04%																																					122,268	0.06%	28.98	0.04%
3	Lynchburg District	024	Cumberland County	7	Rural Major Collector			              	28,114	0.07%	0.01%	40.21	0.08%	0.05%	26,316	0.04%	0.01%	21.59	0.26%	0.03%																																					54,431	0.02%	61.80	0.08%
3	Lynchburg District	024	Cumberland County	8	Rural Minor Collector			              	5,679	0.01%	0.00%	10.78	0.02%	0.01%																																											5,679	0.00%	10.78	0.01%
3	Lynchburg District	024	Cumberland County	9	Rural Local System			              	42,463	0.11%	0.02%	244.90	0.50%	0.33%																																											42,463	0.02%	244.90	0.33%
3	Lynchburg District	024	Cumberland County Total:						76,257	0.19%	0.03%	295.89	0.61%	0.40%	148,584	0.22%	0.07%	50.57	0.61%	0.07%																																					224,841	0.10%	346.46	0.47%
3	Lynchburg District	041	Halifax County	2	Rural Principal Arterial - Other			              							320,053	0.47%	0.14%	44.29	0.53%	0.06%																																					320,053	0.14%	44.29	0.06%
3	Lynchburg District	041	Halifax County	6	Rural Minor Arterial			              							185,971	0.28%	0.08%	61.31	0.74%	0.08%																																					185,971	0.08%	61.31	0.08%
3	Lynchburg District	041	Halifax County	7	Rural Major Collector			              	165,001	0.42%	0.07%	196.61	0.40%	0.27%	41,352	0.06%	0.02%	37.51	0.45%	0.05%																																					206,354	0.09%	234.12	0.32%
3	Lynchburg District	041	Halifax County	8	Rural Minor Collector			              	10,818	0.03%	0.00%	42.28	0.09%	0.06%	2,058	0.00%	0.00%	4.66	0.06%	0.01%																																					12,876	0.01%	46.94	0.06%
3	Lynchburg District	041	Halifax County	9	Rural Local System			              	91,907	0.23%	0.04%	580.39	1.19%	0.78%	213	0.00%	0.00%	2.37	0.03%	0.00%																																					92,119	0.04%	582.76	0.79%
3	Lynchburg District	041	Halifax County	14	Urban Principal Arterial - Other			              							14,698	0.02%	0.01%	1.38	0.02%	0.00%																																					14,698	0.01%	1.38	0.00%
3	Lynchburg District	041	Halifax County	16	Urban Minor Arterial			              	3,818	0.01%	0.00%	2.06	0.00%	0.00%	49,756	0.07%	0.02%	6.62	0.08%	0.01%																																					53,574	0.02%	8.68	0.01%
3	Lynchburg District	041	Halifax County	17	Urban Collector			              	3,204	0.01%	0.00%	2.09	0.00%	0.00%	83	0.00%	0.00%	0.12	0.00%	0.00%																																					3,287	0.00%	2.21	0.00%
3	Lynchburg District	041	Halifax County	19	Urban Local System			              	5,385	0.01%	0.00%	16.60	0.03%	0.02%	6	0.00%	0.00%	0.06	0.00%	0.00%																																					5,392	0.00%	16.66	0.02%
3	Lynchburg District	041	Halifax County Total:						280,134	0.71%	0.13%	840.03	1.73%	1.13%	614,189	0.91%	0.28%	158.32	1.90%	0.21%																																					894,323	0.40%	998.35	1.35%
3	Lynchburg District	062	Nelson County	2	Rural Principal Arterial - Other			              							300,406	0.44%	0.14%	21.46	0.26%	0.03%																																					300,406	0.14%	21.46	0.03%
3	Lynchburg District	062	Nelson County	6	Rural Minor Arterial			              							156,754	0.23%	0.07%	44.72	0.54%	0.06%																																					156,754	0.07%	44.72	0.06%
3	Lynchburg District	062	Nelson County	7	Rural Major Collector			              	33,690	0.09%	0.02%	41.35	0.08%	0.06%	41,778	0.06%	0.02%	42.42	0.51%	0.06%																																					75,468	0.03%	83.77	0.11%
3	Lynchburg District	062	Nelson County	8	Rural Minor Collector			              	8,853	0.02%	0.00%	31.45	0.06%	0.04%																																											8,853	0.00%	31.45	0.04%
3	Lynchburg District	062	Nelson County	9	Rural Local System			              	50,434	0.13%	0.02%	394.87	0.81%	0.53%	102	0.00%	0.00%	0.30	0.00%	0.00%																																					50,536	0.02%	395.17	0.53%
3	Lynchburg District	062	Nelson County Total:						92,977	0.24%	0.04%	467.67	0.96%	0.63%	499,040	0.74%	0.23%	108.90	1.31%	0.15%																																					592,017	0.27%	576.57	0.78%
3	Lynchburg District	071	Pittsylvania County	2	Rural Principal Arterial - Other			              							694,155	1.03%	0.31%	60.19	0.72%	0.08%																																					694,155	0.31%	60.19	0.08%
3	Lynchburg District	071	Pittsylvania County	6	Rural Minor Arterial			              	568	0.00%	0.00%	0.08	0.00%	0.00%	169,593	0.25%	0.08%	81.34	0.98%	0.11%																																					170,162	0.08%	81.42	0.11%
3	Lynchburg District	071	Pittsylvania County	7	Rural Major Collector			              	292,242	0.74%	0.13%	225.75	0.46%	0.30%	76,846	0.11%	0.03%	28.80	0.35%	0.04%																																					369,088	0.17%	254.55	0.34%
3	Lynchburg District	071	Pittsylvania County	8	Rural Minor Collector			              	59,212	0.15%	0.03%	106.72	0.22%	0.14%																																											59,212	0.03%	106.72	0.14%
3	Lynchburg District	071	Pittsylvania County	9	Rural Local System			              	228,797	0.58%	0.10%	1,040.37	2.14%	1.40%	581	0.00%	0.00%	6.80	0.08%	0.01%																																					229,378	0.10%	1,047.17	1.41%
3	Lynchburg District	071	Pittsylvania County	12	Urban Principal Arterial - Other Freeways or Expressways			              							174,326	0.26%	0.08%	10.64	0.13%	0.01%																																					174,326	0.08%	10.64	0.01%
3	Lynchburg District	071	Pittsylvania County	14	Urban Principal Arterial - Other			              							97,066	0.14%	0.04%	9.03	0.11%	0.01%																																					97,066	0.04%	9.03	0.01%
3	Lynchburg District	071	Pittsylvania County	16	Urban Minor Arterial			              	26,353	0.07%	0.01%	5.57	0.01%	0.01%	464	0.00%	0.00%	0.16	0.00%	0.00%																																					26,817	0.01%	5.73	0.01%
3	Lynchburg District	071	Pittsylvania County	17	Urban Collector			              	11,762	0.03%	0.01%	10.47	0.02%	0.01%																																											11,762	0.01%	10.47	0.01%
3	Lynchburg District	071	Pittsylvania County	19	Urban Local System			              	28,791	0.07%	0.01%	67.66	0.14%	0.09%	669	0.00%	0.00%	0.40	0.00%	0.00%																																					29,460	0.01%	68.06	0.09%
3	Lynchburg District	071	Pittsylvania County Total:						647,725	1.64%	0.29%	1,456.62	2.99%	1.96%	1,213,701	1.80%	0.55%	197.36	2.37%	0.27%																																					1,861,426	0.84%	1,653.98	2.23%
3	Lynchburg District	073	Prince Edward County	2	Rural Principal Arterial - Other			              							307,233	0.45%	0.14%	41.43	0.50%	0.06%																																					307,233	0.14%	41.43	0.06%
3	Lynchburg District	073	Prince Edward County	6	Rural Minor Arterial			              							128,219	0.19%	0.06%	21.27	0.26%	0.03%																																					128,219	0.06%	21.27	0.03%
3	Lynchburg District	073	Prince Edward County	7	Rural Major Collector			              	61,780	0.16%	0.03%	79.13	0.16%	0.11%	17,947	0.03%	0.01%	4.54	0.05%	0.01%																																					79,728	0.04%	83.67	0.11%
3	Lynchburg District	073	Prince Edward County	8	Rural Minor Collector			              	13,029	0.03%	0.01%	35.18	0.07%	0.05%																																											13,029	0.01%	35.18	0.05%
3	Lynchburg District	073	Prince Edward County	9	Rural Local System			              	48,096	0.12%	0.02%	292.52	0.60%	0.39%	161	0.00%	0.00%	2.92	0.04%	0.00%																																					48,257	0.02%	295.44	0.40%
3	Lynchburg District	073	Prince Edward County	19	Urban Local System			              							435	0.00%	0.00%	0.26	0.00%	0.00%																																					435	0.00%	0.26	0.00%
3	Lynchburg District	073	Prince Edward County Total:						122,906	0.31%	0.06%	406.83	0.84%	0.55%	453,995	0.67%	0.20%	70.42	0.85%	0.09%																																					576,901	0.26%	477.25	0.64%
3	Lynchburg District	162	Town of Altavista	7	Rural Major Collector			              																									10,999	0.06%	0.00%	2.38	0.02%	0.00%																			10,999	0.00%	2.38	0.00%
3	Lynchburg District	162	Town of Altavista	8	Rural Minor Collector			              																									8,341	0.04%	0.00%	4.68	0.05%	0.01%																			8,341	0.00%	4.68	0.01%
3	Lynchburg District	162	Town of Altavista	9	Rural Local System			              																									3,903	0.02%	0.00%	19.00	0.18%	0.03%																			3,903	0.00%	19.00	0.03%
3	Lynchburg District	162	Town of Altavista Total:																														23,244	0.12%	0.01%	26.06	0.25%	0.04%																			23,244	0.01%	26.06	0.04%
3	Lynchburg District	108	City of Danville	14	Urban Principal Arterial - Other			              																									6,990	0.04%	0.00%	0.92	0.01%	0.00%	454,023	2.15%	0.20%	26.46	2.13%	0.04%													461,013	0.21%	27.38	0.04%
3	Lynchburg District	108	City of Danville	16	Urban Minor Arterial			              																									127,172	0.67%	0.06%	20.42	0.20%	0.03%	113,425	0.54%	0.05%	16.12	1.29%	0.02%													240,597	0.11%	36.54	0.05%
3	Lynchburg District	108	City of Danville	17	Urban Collector			              																									52,685	0.28%	0.02%	30.57	0.30%	0.04%																			52,685	0.02%	30.57	0.04%
3	Lynchburg District	108	City of Danville	19	Urban Local System			              																									77,810	0.41%	0.04%	223.01	2.17%	0.30%																			77,810	0.04%	223.01	0.30%
3	Lynchburg District	108	City of Danville Total:																														264,656	1.39%	0.12%	274.92	2.67%	0.37%	567,449	2.69%	0.26%	42.58	3.42%	0.06%													832,105	0.38%	317.50	0.43%
3	Lynchburg District	144	Town of Farmville	14	Urban Principal Arterial - Other			              																															48,047	0.23%	0.02%	3.76	0.30%	0.01%													48,047	0.02%	3.76	0.01%
3	Lynchburg District	144	Town of Farmville	16	Urban Minor Arterial			              																									2,156	0.01%	0.00%	1.00	0.01%	0.00%	46,347	0.22%	0.02%	5.82	0.47%	0.01%													48,503	0.02%	6.82	0.01%
3	Lynchburg District	144	Town of Farmville	17	Urban Collector			              																									23,095	0.12%	0.01%	7.67	0.07%	0.01%																			23,095	0.01%	7.67	0.01%
3	Lynchburg District	144	Town of Farmville	19	Urban Local System			              																									8,509	0.04%	0.00%	34.12	0.33%	0.05%																			8,509	0.00%	34.12	0.05%
3	Lynchburg District	144	Town of Farmville Total:																														33,760	0.18%	0.02%	42.79	0.42%	0.06%	94,394	0.45%	0.04%	9.58	0.77%	0.01%													128,154	0.06%	52.37	0.07%
3	Lynchburg District	118	City of Lynchburg	12	Urban Principal Arterial - Other Freeways or Expressways			              																															381,051	1.81%	0.17%	11.77	0.95%	0.02%													381,051	0.17%	11.77	0.02%
3	Lynchburg District	118	City of Lynchburg	14	Urban Principal Arterial - Other			              																															290,877	1.38%	0.13%	14.09	1.13%	0.02%													290,877	0.13%	14.09	0.02%
3	Lynchburg District	118	City of Lynchburg	16	Urban Minor Arterial			              																									324,075	1.70%	0.15%	37.55	0.36%	0.05%	209,625	0.99%	0.09%	17.43	1.40%	0.02%													533,701	0.24%	54.98	0.07%
3	Lynchburg District	118	City of Lynchburg	17	Urban Collector			              																									100,659	0.53%	0.05%	28.00	0.27%	0.04%																			100,659	0.05%	28.00	0.04%
3	Lynchburg District	118	City of Lynchburg	19	Urban Local System			              																									131,967	0.69%	0.06%	268.53	2.61%	0.36%																			131,967	0.06%	268.53	0.36%
