ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009		ReportID:	1210	DataYear:	2009	Prepared	7/11/2010
 		054	Louisa County	8	Rural Minor Collector			              	25,733	0.04%	0.01%	36.34	0.06%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	25,733	0.01%	36.34	0.05%
 		054	Louisa County	9	Rural Local System			              	154,168	0.24%	0.07%	421.28	0.67%	0.57%	1,468	0.00%	0.00%	5.91	0.06%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	155,637	0.07%	427.19	0.58%
 		054	Louisa County Total:						282,934	0.44%	0.13%	533.74	0.85%	0.72%	414,514	0.45%	0.19%	114.71	1.15%	0.15%	575,565	0.88%	0.26%	19.65	1.76%	0.03%	1,273,013	0.57%	668.10	0.90%
 		055	Lunenburg County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	57,137	0.06%	0.03%	34.03	0.34%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	57,137	0.03%	34.03	0.05%
 		055	Lunenburg County	7	Rural Major Collector			              	37,008	0.06%	0.02%	65.43	0.10%	0.09%	45,596	0.05%	0.02%	22.05	0.22%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	82,604	0.04%	87.48	0.12%
 		055	Lunenburg County	8	Rural Minor Collector			              	6,411	0.01%	0.00%	34.55	0.05%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	6,411	0.00%	34.55	0.05%
 		055	Lunenburg County	9	Rural Local System			              	47,644	0.07%	0.02%	370.81	0.59%	0.50%	2	0.00%	0.00%	0.16	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	47,646	0.02%	370.97	0.50%
 		055	Lunenburg County Total:						91,063	0.14%	0.04%	470.79	0.75%	0.63%	102,734	0.11%	0.05%	56.24	0.56%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	193,797	0.09%	527.03	0.71%
 		056	Madison County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	273,093	0.30%	0.12%	16.64	0.17%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	273,093	0.12%	16.64	0.02%
 		056	Madison County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	134,987	0.15%	0.06%	59.05	0.59%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	134,987	0.06%	59.05	0.08%
 		056	Madison County	7	Rural Major Collector			              	32,188	0.05%	0.01%	32.88	0.05%	0.04%	3,206	0.00%	0.00%	0.75	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	35,395	0.02%	33.63	0.05%
 		056	Madison County	8	Rural Minor Collector			              	7,008	0.01%	0.00%	23.24	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	7,008	0.00%	23.24	0.03%
 		056	Madison County	9	Rural Local System			              	62,802	0.10%	0.03%	269.54	0.43%	0.36%	269	0.00%	0.00%	0.51	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	63,071	0.03%	270.05	0.36%
 		056	Madison County Total:						101,999	0.16%	0.05%	325.66	0.52%	0.44%	411,554	0.45%	0.19%	76.95	0.77%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	513,553	0.23%	402.61	0.54%
 		057	Mathews County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	139,504	0.15%	0.06%	30.57	0.31%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	139,504	0.06%	30.57	0.04%
 		057	Mathews County	7	Rural Major Collector			              	32,342	0.05%	0.01%	35.87	0.06%	0.05%	6,333	0.01%	0.00%	3.08	0.03%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	38,675	0.02%	38.95	0.05%
 		057	Mathews County	8	Rural Minor Collector			              	3,023	0.00%	0.00%	9.92	0.02%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,023	0.00%	9.92	0.01%
 		057	Mathews County	9	Rural Local System			              	13,516	0.02%	0.01%	95.52	0.15%	0.13%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	13,516	0.01%	95.52	0.13%
 		057	Mathews County Total:						48,882	0.08%	0.02%	141.31	0.22%	0.19%	145,837	0.16%	0.07%	33.65	0.34%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	194,718	0.09%	174.96	0.24%
 		058	Mecklenburg County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	358,594	0.55%	0.16%	16.21	1.45%	0.02%	358,594	0.16%	16.21	0.02%
 		058	Mecklenburg County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	257,267	0.28%	0.12%	39.59	0.40%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	257,267	0.12%	39.59	0.05%
 		058	Mecklenburg County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	132,160	0.14%	0.06%	53.80	0.54%	0.07%	0	0.00%	0.00%	0.00	0.00%	0.00%	132,160	0.06%	53.80	0.07%
 		058	Mecklenburg County	7	Rural Major Collector			              	91,240	0.14%	0.04%	124.65	0.20%	0.17%	74,702	0.08%	0.03%	52.53	0.53%	0.07%	0	0.00%	0.00%	0.00	0.00%	0.00%	165,942	0.07%	177.18	0.24%
 		058	Mecklenburg County	8	Rural Minor Collector			              	6,338	0.01%	0.00%	31.34	0.05%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	6,338	0.00%	31.34	0.04%
 		058	Mecklenburg County	9	Rural Local System			              	155,935	0.24%	0.07%	639.53	1.01%	0.86%	3,843	0.00%	0.00%	9.93	0.10%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	159,778	0.07%	649.46	0.88%
 		058	Mecklenburg County Total:						253,514	0.39%	0.11%	795.52	1.26%	1.07%	467,972	0.51%	0.21%	155.85	1.56%	0.21%	358,594	0.55%	0.16%	16.21	1.45%	0.02%	1,080,079	0.49%	967.58	1.30%
 		059	Middlesex County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	9,502	0.01%	0.00%	0.81	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	9,502	0.00%	0.81	0.00%
 		059	Middlesex County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	219,234	0.24%	0.10%	34.66	0.35%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	219,234	0.10%	34.66	0.05%
 		059	Middlesex County	7	Rural Major Collector			              	32,038	0.05%	0.01%	33.28	0.05%	0.04%	40,008	0.04%	0.02%	10.76	0.11%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	72,046	0.03%	44.04	0.06%
 		059	Middlesex County	8	Rural Minor Collector			              	5,152	0.01%	0.00%	6.91	0.01%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	5,152	0.00%	6.91	0.01%
 		059	Middlesex County	9	Rural Local System			              	29,297	0.05%	0.01%	127.05	0.20%	0.17%	12	0.00%	0.00%	0.19	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	29,310	0.01%	127.24	0.17%
 		059	Middlesex County Total:						66,488	0.10%	0.03%	167.24	0.27%	0.23%	268,756	0.29%	0.12%	46.42	0.46%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	335,244	0.15%	213.66	0.29%
 		060	Montgomery County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	897,627	1.37%	0.40%	20.94	1.87%	0.03%	897,627	0.40%	20.94	0.03%
 		060	Montgomery County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	51,450	0.06%	0.02%	4.14	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	51,450	0.02%	4.14	0.01%
 		060	Montgomery County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	195,733	0.21%	0.09%	20.53	0.21%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	195,733	0.09%	20.53	0.03%
 		060	Montgomery County	7	Rural Major Collector			              	179,902	0.28%	0.08%	102.74	0.16%	0.14%	82,462	0.09%	0.04%	10.75	0.11%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	262,364	0.12%	113.49	0.15%
 		060	Montgomery County	8	Rural Minor Collector			              	20,762	0.03%	0.01%	22.24	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	20,762	0.01%	22.24	0.03%
 		060	Montgomery County	9	Rural Local System			              	157,265	0.24%	0.07%	445.83	0.71%	0.60%	845	0.00%	0.00%	3.72	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	158,109	0.07%	449.55	0.61%
 		060	Montgomery County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%	0.00	0.00%	0.00%	155,016	0.17%	0.07%	4.54	0.05%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	155,016	0.07%	4.54	0.01%
 		060	Montgomery County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	15,687	0.02%	0.01%	1.62	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	15,687	0.01%	1.62	0.00%
 		060	Montgomery County	16	Urban Minor Arterial			              	4,812	0.01%	0.00%	1.95	0.00%	0.00%	13,131	0.01%	0.01%	1.04	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	17,942	0.01%	2.99	0.00%
 		060	Montgomery County	17	Urban Collector			              	4,580	0.01%	0.00%	1.89	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	4,580	0.00%	1.89	0.00%
 		060	Montgomery County	19	Urban Local System			              	13,940	0.02%	0.01%	22.46	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	13,940	0.01%	22.46	0.03%
 		060	Montgomery County Total:						381,260	0.59%	0.17%	597.11	0.95%	0.81%	514,324	0.56%	0.23%	46.34	0.46%	0.06%	897,627	1.37%	0.40%	20.94	1.87%	0.03%	1,793,210	0.81%	664.39	0.90%
 		061	Nansemond Maintenance Area	9	Rural Local System			              	54	0.00%	0.00%	0.30	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	54	0.00%	0.30	0.00%
 		061	Nansemond Maintenance Area Total:						54	0.00%	0.00%	0.30	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	54	0.00%	0.30	0.00%
 		062	Nelson County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	39,864	0.06%	0.02%	1.36	0.12%	0.00%	39,864	0.02%	1.36	0.00%
 		062	Nelson County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	300,406	0.33%	0.14%	21.46	0.21%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	300,406	0.14%	21.46	0.03%
 		062	Nelson County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	169,548	0.19%	0.08%	57.46	0.58%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	169,548	0.08%	57.46	0.08%
 		062	Nelson County	7	Rural Major Collector			              	33,690	0.05%	0.02%	41.35	0.07%	0.06%	65,449	0.07%	0.03%	46.59	0.47%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	99,139	0.04%	87.94	0.12%
 		062	Nelson County	8	Rural Minor Collector			              	8,853	0.01%	0.00%	31.45	0.05%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,853	0.00%	31.45	0.04%
 		062	Nelson County	9	Rural Local System			              	50,999	0.08%	0.02%	395.94	0.63%	0.53%	108	0.00%	0.00%	0.59	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	51,106	0.02%	396.53	0.53%
 		062	Nelson County Total:						93,541	0.14%	0.04%	468.74	0.74%	0.63%	535,511	0.59%	0.24%	126.10	1.26%	0.17%	39,864	0.06%	0.02%	1.36	0.12%	0.00%	668,915	0.30%	596.20	0.80%
 		063	New Kent County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,179,495	1.79%	0.53%	20.07	1.79%	0.03%	1,179,495	0.53%	20.07	0.03%
 		063	New Kent County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	79,296	0.09%	0.04%	7.71	0.08%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	79,296	0.04%	7.71	0.01%
 		063	New Kent County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	174,391	0.19%	0.08%	31.82	0.32%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	174,391	0.08%	31.82	0.04%
 		063	New Kent County	7	Rural Major Collector			              	7,860	0.01%	0.00%	9.17	0.01%	0.01%	84,529	0.09%	0.04%	28.86	0.29%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	92,389	0.04%	38.03	0.05%
 		063	New Kent County	8	Rural Minor Collector			              	22,497	0.03%	0.01%	23.57	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	22,497	0.01%	23.57	0.03%
 		063	New Kent County	9	Rural Local System			              	61,627	0.10%	0.03%	184.43	0.29%	0.25%	116	0.00%	0.00%	0.80	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	61,744	0.03%	185.23	0.25%
 		063	New Kent County Total:						91,985	0.14%	0.04%	217.17	0.34%	0.29%	338,333	0.37%	0.15%	69.19	0.69%	0.09%	1,179,495	1.79%	0.53%	20.07	1.79%	0.03%	1,609,813	0.73%	306.43	0.41%
 		065	Northampton County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	534,694	0.59%	0.24%	47.04	0.47%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	534,694	0.24%	47.04	0.06%
 		065	Northampton County	7	Rural Major Collector			              	29,042	0.04%	0.01%	37.28	0.06%	0.05%	27,697	0.03%	0.01%	12.38	0.12%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	56,738	0.03%	49.66	0.07%
 		065	Northampton County	8	Rural Minor Collector			              	5,180	0.01%	0.00%	11.92	0.02%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	5,180	0.00%	11.92	0.02%
 		065	Northampton County	9	Rural Local System			              	41,465	0.06%	0.02%	170.47	0.27%	0.23%	232	0.00%	0.00%	0.70	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	41,698	0.02%	171.17	0.23%
 		065	Northampton County Total:						75,687	0.12%	0.03%	219.67	0.35%	0.30%	562,623	0.62%	0.25%	60.12	0.60%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	638,310	0.29%	279.79	0.38%
 		066	Northumberland County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	20,794	0.02%	0.01%	3.58	0.04%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	20,794	0.01%	3.58	0.00%
 		066	Northumberland County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	62,243	0.07%	0.03%	13.70	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	62,243	0.03%	13.70	0.02%
 		066	Northumberland County	7	Rural Major Collector			              	58,554	0.09%	0.03%	61.72	0.10%	0.08%	121,314	0.13%	0.05%	27.21	0.27%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	179,868	0.08%	88.93	0.12%
 		066	Northumberland County	8	Rural Minor Collector			              	5,836	0.01%	0.00%	12.59	0.02%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	5,836	0.00%	12.59	0.02%
 		066	Northumberland County	9	Rural Local System			              	47,980	0.07%	0.02%	271.73	0.43%	0.37%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	47,980	0.02%	271.73	0.37%
 		066	Northumberland County Total:						112,371	0.17%	0.05%	346.04	0.55%	0.47%	204,351	0.22%	0.09%	44.49	0.45%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	316,722	0.14%	390.53	0.53%
 		067	Nottoway County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	215,399	0.24%	0.10%	32.80	0.33%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	215,399	0.10%	32.80	0.04%
 		067	Nottoway County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	30,299	0.03%	0.01%	12.66	0.13%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	30,299	0.01%	12.66	0.02%
 		067	Nottoway County	7	Rural Major Collector			              	36,080	0.06%	0.02%	55.23	0.09%	0.07%	59,540	0.07%	0.03%	28.04	0.28%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	95,620	0.04%	83.27	0.11%
 		067	Nottoway County	8	Rural Minor Collector			              	8,731	0.01%	0.00%	17.86	0.03%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	8,731	0.00%	17.86	0.02%
 		067	Nottoway County	9	Rural Local System			              	79,468	0.12%	0.04%	274.48	0.44%	0.37%	1,448	0.00%	0.00%	4.21	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	80,916	0.04%	278.69	0.38%
 		067	Nottoway County Total:						124,280	0.19%	0.06%	347.57	0.55%	0.47%	306,686	0.34%	0.14%	77.71	0.78%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	430,966	0.19%	425.28	0.57%
 		068	Orange County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	476,496	0.52%	0.21%	67.86	0.68%	0.09%	0	0.00%	0.00%	0.00	0.00%	0.00%	476,496	0.21%	67.86	0.09%
 		068	Orange County	7	Rural Major Collector			              	69,298	0.11%	0.03%	51.65	0.08%	0.07%	42,653	0.05%	0.02%	12.69	0.13%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	111,951	0.05%	64.34	0.09%
 		068	Orange County	8	Rural Minor Collector			              	20,992	0.03%	0.01%	29.57	0.05%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	20,992	0.01%	29.57	0.04%
 		068	Orange County	9	Rural Local System			              	85,393	0.13%	0.04%	265.61	0.42%	0.36%	174	0.00%	0.00%	0.33	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	85,567	0.04%	265.94	0.36%
 		068	Orange County Total:						175,683	0.27%	0.08%	346.83	0.55%	0.47%	519,323	0.57%	0.23%	80.88	0.81%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	695,006	0.31%	427.71	0.58%
 		069	Page County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	78,836	0.09%	0.04%	17.12	0.17%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	78,836	0.04%	17.12	0.02%
 		069	Page County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	119,001	0.13%	0.05%	35.33	0.35%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	119,001	0.05%	35.33	0.05%
 		069	Page County	7	Rural Major Collector			              	35,337	0.05%	0.02%	35.73	0.06%	0.05%	52,283	0.06%	0.02%	10.45	0.10%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	87,619	0.04%	46.18	0.06%
 		069	Page County	8	Rural Minor Collector			              	16,663	0.03%	0.01%	21.74	0.03%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	16,663	0.01%	21.74	0.03%
 		069	Page County	9	Rural Local System			              	87,012	0.13%	0.04%	273.07	0.43%	0.37%	4	0.00%	0.00%	0.23	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	87,016	0.04%	273.30	0.37%
 		069	Page County Total:						139,011	0.22%	0.06%	330.54	0.52%	0.45%	250,124	0.27%	0.11%	63.13	0.63%	0.09%	0	0.00%	0.00%	0.00	0.00%	0.00%	389,135	0.18%	393.67	0.53%
 		070	Patrick County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	205,460	0.22%	0.09%	77.68	0.78%	0.10%	0	0.00%	0.00%	0.00	0.00%	0.00%	205,460	0.09%	77.68	0.10%
 		070	Patrick County	7	Rural Major Collector			              	69,885	0.11%	0.03%	106.06	0.17%	0.14%	50,905	0.06%	0.02%	23.78	0.24%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	120,790	0.05%	129.84	0.18%
 		070	Patrick County	8	Rural Minor Collector			              	12,181	0.02%	0.01%	34.25	0.05%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	12,181	0.01%	34.25	0.05%
 		070	Patrick County	9	Rural Local System			              	75,281	0.12%	0.03%	479.47	0.76%	0.65%	295	0.00%	0.00%	4.06	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	75,575	0.03%	483.53	0.65%
 		070	Patrick County Total:						157,347	0.24%	0.07%	619.78	0.98%	0.84%	256,659	0.28%	0.12%	105.52	1.06%	0.14%	0	0.00%	0.00%	0.00	0.00%	0.00%	414,006	0.19%	725.30	0.98%
 		071	Pittsylvania County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	672,136	0.74%	0.30%	58.87	0.59%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	672,136	0.30%	58.87	0.08%
 		071	Pittsylvania County	6	Rural Minor Arterial			              	568	0.00%	0.00%	0.08	0.00%	0.00%	159,133	0.17%	0.07%	79.04	0.79%	0.11%	0	0.00%	0.00%	0.00	0.00%	0.00%	159,701	0.07%	79.12	0.11%
 		071	Pittsylvania County	7	Rural Major Collector			              	279,658	0.43%	0.13%	218.75	0.35%	0.29%	52,507	0.06%	0.02%	24.08	0.24%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	332,165	0.15%	242.83	0.33%
 		071	Pittsylvania County	8	Rural Minor Collector			              	58,019	0.09%	0.03%	105.47	0.17%	0.14%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	58,019	0.03%	105.47	0.14%
 		071	Pittsylvania County	9	Rural Local System			              	219,326	0.34%	0.10%	1,017.45	1.61%	1.37%	580	0.00%	0.00%	6.32	0.06%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	219,907	0.10%	1,023.77	1.38%
 		071	Pittsylvania County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%	0.00	0.00%	0.00%	7,030	0.01%	0.00%	1.11	0.01%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	7,030	0.00%	1.11	0.00%
 		071	Pittsylvania County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	92,366	0.10%	0.04%	8.41	0.08%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	92,366	0.04%	8.41	0.01%
 		071	Pittsylvania County	16	Urban Minor Arterial			              	26,353	0.04%	0.01%	5.57	0.01%	0.01%	464	0.00%	0.00%	0.16	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	26,817	0.01%	5.73	0.01%
 		071	Pittsylvania County	17	Urban Collector			              	11,762	0.02%	0.01%	10.47	0.02%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	11,762	0.01%	10.47	0.01%
 		071	Pittsylvania County	19	Urban Local System			              	28,791	0.04%	0.01%	67.66	0.11%	0.09%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	28,791	0.01%	67.66	0.09%
 		071	Pittsylvania County Total:						624,477	0.97%	0.28%	1,425.45	2.26%	1.92%	984,217	1.08%	0.44%	177.99	1.78%	0.24%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,608,695	0.73%	1,603.44	2.16%
 		072	Powhatan County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	111,428	0.12%	0.05%	3.41	0.03%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	111,428	0.05%	3.41	0.00%
 		072	Powhatan County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	364,999	0.40%	0.16%	30.38	0.30%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	364,999	0.16%	30.38	0.04%
 		072	Powhatan County	7	Rural Major Collector			              	195,358	0.30%	0.09%	71.92	0.11%	0.10%	42,125	0.05%	0.02%	17.57	0.18%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	237,483	0.11%	89.49	0.12%
 		072	Powhatan County	8	Rural Minor Collector			              	17,697	0.03%	0.01%	19.25	0.03%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	17,697	0.01%	19.25	0.03%
 		072	Powhatan County	9	Rural Local System			              	76,428	0.12%	0.03%	219.27	0.35%	0.30%	1,096	0.00%	0.00%	2.08	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	77,525	0.03%	221.35	0.30%
 		072	Powhatan County Total:						289,483	0.45%	0.13%	310.44	0.49%	0.42%	519,648	0.57%	0.23%	53.44	0.53%	0.07%	0	0.00%	0.00%	0.00	0.00%	0.00%	809,131	0.36%	363.88	0.49%
 		073	Prince Edward County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	307,233	0.34%	0.14%	41.43	0.41%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	307,233	0.14%	41.43	0.06%
 		073	Prince Edward County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	128,219	0.14%	0.06%	21.27	0.21%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	128,219	0.06%	21.27	0.03%
 		073	Prince Edward County	7	Rural Major Collector			              	61,780	0.10%	0.03%	79.13	0.13%	0.11%	17,632	0.02%	0.01%	4.33	0.04%	0.01%	0	0.00%	0.00%	0.00	0.00%	0.00%	79,412	0.04%	83.46	0.11%
