748622,  50,01121,     ,50-1121,1st St,325,Town of West Point,050,King William County,0.08,50-1107 Kirby St,50-1129 Main St,120,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748623,  50,01121,     ,50-1121,1st St,325,Town of West Point,050,King William County,0.08,50-1129 Main St,50-1109 Lee St,200,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748624,  50,01122,     ,50-1122,15th St,325,Town of West Point,050,King William County,0.08,Dead End,50-1108 Kirby St,49,R,,,,,,,X,,,,,,04/23/2007,,,,,,,,,,,,,,,
748625,  50,01122,     ,50-1122,15th St,325,Town of West Point,050,King William County,0.08,50-1108 Kirby St,SR 30 Main St,710,R,,,,,,,X,,,,,,04/23/2007,,,,,,,,,,,,,,,
748626,  50,01122,     ,50-1122,15th St,325,Town of West Point,050,King William County,0.13,SR 30 Main St,"50-1127, F St",340,R,,,,,,,X,,,,,,04/23/2007,,,,,,,,,,,,,,,
748627,  50,01122,     ,50-1122,15th St,325,Town of West Point,050,King William County,0.02,"50-1127, F St",Dead End,70,R,,,,,,,X,,,,,,04/03/2001,,,,,,,,,,,,,,,
748628,  50,01123,     ,50-1123,8th St,325,Town of West Point,050,King William County,0.16,50-1107 Kirby St,SR 298 Lee St,160,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748629,  50,01123,     ,50-1123,8th St,325,Town of West Point,050,King William County,0.02,SR 298 Lee St,Dead End,30,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748630,  50,01124,     ,50-1124,Prospect St,325,Town of West Point,050,King William County,0.09,Dead End,50-1001 Bond St,48,R,,,,,,,X,,,,,,03/22/2007,,,,,,,,,,,,,,,
748631,  50,01125,     ,50-1125,22nd St,325,Town of West Point,050,King William County,0.08,SR 30 Main St,50-1101 Lee St,130,R,,,,,,,X,,,,,,04/15/2004,,,,,,,,,,,,,,,
748632,  50,01125,     ,50-1125,22nd St,325,Town of West Point,050,King William County,0.14,50-1101 Lee St,Dead End,20,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748633,  50,01126,     ,50-1126,10th St,325,Town of West Point,050,King William County,0.02,Dead End,SR 296 Kirby St,9,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748634,  50,01126,     ,50-1126,10th St,325,Town of West Point,050,King William County,0.05,SR 298 Lee St,Dead End,90,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748635,  50,01127,     ,50-1127,F St,325,Town of West Point,050,King William County,0.01,Dead End,"SR 33, 14th St",160,R,,,,,,,X,,,,,,04/03/2001,,,,,,,,,,,,,,,
748636,  50,01127,     ,50-1127,F St,325,Town of West Point,050,King William County,0.23,"SR 33, 14th St","50-1114, 18th St",520,R,,,,,,,X,,,,,,04/03/2001,,,,,,,,,,,,,,,
748637,  50,01127,     ,50-1127,F St,325,Town of West Point,050,King William County,0.18,"50-1114, 18th St","50-1116, 21st St",240,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
793609,  50,01127,     ,50-1127,F St,325,Town of West Point,050,King William County,0.06,"50-1116, 21st St","50-1125, 22nd St",0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
748638,  50,01128,     ,50-1128,5th St,325,Town of West Point,050,King William County,0.05,SR 298 Lee St,Dead End,30,G,,,,,,,X,,,,30,G,2008,,,,,,,,,,,,,,,
748639,  50,01129,     ,50-1129,Main St,325,Town of West Point,050,King William County,0.23,"50-1121, 1st St","SR 298, 5th St",610,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748640,  50,01129,     ,50-1129,Main St,325,Town of West Point,050,King William County,0.10,"SR 298, 5th St","50-1106, 7th St",1100,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
748641,  50,01129,     ,50-1129,Main St,325,Town of West Point,050,King William County,0.17,"50-1106, 7th St","SR 296, 10th St",2300,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
404556,  50,01129,     ,50-1129,Main St,325,Town of West Point,050,King William County,0.22,"SR 296, 10th St","SR 33, 14th St",2900,G,,,,,,,X,,,,3000,G,2008,,,,,,,,,,,,,,,
748642,  50,01130,     ,50-1130,Glass Island Rd,325,Town of West Point,050,King William County,0.25,50-1003 Chelsea Rd,Dead End,470,R,,,,,,,X,,,,,,03/26/2007,,,,,,,,,,,,,,,
796010,  50,01207,     ,50-1207, ,325,Town of West Point,050,King William County,0.17,Dead End,SR 30 Main St; SR 33 14th St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
748697,  50,09205,     ,50-9205,West Point Elem Sch,325,Town of West Point,050,King William County,0.11,50-1006 Thompson Ave,West Point Schools,340,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748699,  50,09406,     ,50-9406,West Point HS,325,Town of West Point,050,King William County,0.11,50-1004 Mattaponi Ave,West Point HS,300,R,,,,,,,X,,,,,,03/28/2007,,,,,,,,,,,,,,,
748700,  50,09407,     ,50-9407, ,325,Town of West Point,050,King William County,0.05,50-1006 Thompson Ave,50-1006 Thompson Ave,110,R,,,,,,,X,,,,,,04/19/2004,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
