3,Lynchburg District,005,Amherst County,19,Urban Local System,,,              ,34,940,0.05%,0.02%,85.53,0.14%,0.12%,6,475,0.01%,0.00%,4.34,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,41,415,0.02%,89.87,0.12%
3,Lynchburg District,005,Amherst County Total:,,,,,,205,387,0.32%,0.09%,549.76,0.87%,0.74%,785,732,0.86%,0.35%,109.73,1.10%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,991,119,0.45%,659.49,0.89%
3,Lynchburg District,006,Appomattox County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,243,369,0.27%,0.11%,20.06,0.20%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,243,369,0.11%,20.06,0.03%
3,Lynchburg District,006,Appomattox County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,54,108,0.06%,0.02%,27.12,0.27%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,54,108,0.02%,27.12,0.04%
3,Lynchburg District,006,Appomattox County,7,Rural Major Collector,,,              ,67,656,0.10%,0.03%,80.11,0.13%,0.11%,28,595,0.03%,0.01%,5.89,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,96,251,0.04%,86.00,0.12%
3,Lynchburg District,006,Appomattox County,8,Rural Minor Collector,,,              ,11,554,0.02%,0.01%,45.21,0.07%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,554,0.01%,45.21,0.06%
3,Lynchburg District,006,Appomattox County,9,Rural Local System,,,              ,54,219,0.08%,0.02%,309.06,0.49%,0.42%,354,0.00%,0.00%,1.41,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,54,573,0.02%,310.47,0.42%
3,Lynchburg District,006,Appomattox County Total:,,,,,,133,430,0.21%,0.06%,434.38,0.69%,0.59%,326,425,0.36%,0.15%,54.48,0.55%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,459,855,0.21%,488.86,0.66%
3,Lynchburg District,014,Buckingham County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,279,441,0.31%,0.13%,85.87,0.86%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,279,441,0.13%,85.87,0.12%
3,Lynchburg District,014,Buckingham County,7,Rural Major Collector,,,              ,51,654,0.08%,0.02%,85.93,0.14%,0.12%,12,410,0.01%,0.01%,10.47,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,64,064,0.03%,96.40,0.13%
3,Lynchburg District,014,Buckingham County,8,Rural Minor Collector,,,              ,9,981,0.02%,0.00%,31.63,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,9,981,0.00%,31.63,0.04%
3,Lynchburg District,014,Buckingham County,9,Rural Local System,,,              ,75,999,0.12%,0.03%,456.07,0.72%,0.61%,13,0.00%,0.00%,0.06,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,76,012,0.03%,456.13,0.62%
3,Lynchburg District,014,Buckingham County Total:,,,,,,137,634,0.21%,0.06%,573.63,0.91%,0.77%,291,865,0.32%,0.13%,96.40,0.96%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,429,499,0.19%,670.03,0.90%
3,Lynchburg District,015,Campbell County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,424,537,0.46%,0.19%,23.79,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,424,537,0.19%,23.79,0.03%
3,Lynchburg District,015,Campbell County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,214,635,0.23%,0.10%,44.29,0.44%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,214,635,0.10%,44.29,0.06%
3,Lynchburg District,015,Campbell County,7,Rural Major Collector,,,              ,186,934,0.29%,0.08%,133.27,0.21%,0.18%,61,397,0.07%,0.03%,21.68,0.22%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,248,331,0.11%,154.95,0.21%
3,Lynchburg District,015,Campbell County,8,Rural Minor Collector,,,              ,9,447,0.01%,0.00%,22.60,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,9,447,0.00%,22.60,0.03%
3,Lynchburg District,015,Campbell County,9,Rural Local System,,,              ,140,711,0.22%,0.06%,419.82,0.67%,0.57%,177,0.00%,0.00%,0.66,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,140,888,0.06%,420.48,0.57%
3,Lynchburg District,015,Campbell County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,300,018,0.33%,0.14%,10.59,0.11%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,300,018,0.14%,10.59,0.01%
3,Lynchburg District,015,Campbell County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,306,844,0.34%,0.14%,13.49,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,306,844,0.14%,13.49,0.02%
3,Lynchburg District,015,Campbell County,16,Urban Minor Arterial,,,              ,61,838,0.10%,0.03%,8.54,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,61,838,0.03%,8.54,0.01%
3,Lynchburg District,015,Campbell County,17,Urban Collector,,,              ,60,537,0.09%,0.03%,23.14,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,60,537,0.03%,23.14,0.03%
3,Lynchburg District,015,Campbell County,19,Urban Local System,,,              ,38,830,0.06%,0.02%,75.75,0.12%,0.10%,5,661,0.01%,0.00%,4.88,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,44,491,0.02%,80.63,0.11%
3,Lynchburg District,015,Campbell County Total:,,,,,,498,297,0.77%,0.22%,683.12,1.08%,0.92%,1,313,270,1.44%,0.59%,119.38,1.19%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,811,567,0.82%,802.50,1.08%
3,Lynchburg District,019,Charlotte County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,104,359,0.11%,0.05%,24.00,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,104,359,0.05%,24.00,0.03%
3,Lynchburg District,019,Charlotte County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,71,905,0.08%,0.03%,39.84,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,71,905,0.03%,39.84,0.05%
3,Lynchburg District,019,Charlotte County,7,Rural Major Collector,,,              ,40,988,0.06%,0.02%,71.75,0.11%,0.10%,86,762,0.09%,0.04%,48.56,0.49%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,127,749,0.06%,120.31,0.16%
3,Lynchburg District,019,Charlotte County,8,Rural Minor Collector,,,              ,3,202,0.00%,0.00%,13.21,0.02%,0.02%,291,0.00%,0.00%,0.70,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,493,0.00%,13.91,0.02%
3,Lynchburg District,019,Charlotte County,9,Rural Local System,,,              ,64,008,0.10%,0.03%,392.50,0.62%,0.53%,196,0.00%,0.00%,1.30,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,64,204,0.03%,393.80,0.53%
3,Lynchburg District,019,Charlotte County Total:,,,,,,108,198,0.17%,0.05%,477.46,0.76%,0.64%,263,512,0.29%,0.12%,114.40,1.15%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,371,710,0.17%,591.86,0.80%
3,Lynchburg District,024,Cumberland County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,122,268,0.13%,0.06%,28.98,0.29%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,122,268,0.06%,28.98,0.04%
3,Lynchburg District,024,Cumberland County,7,Rural Major Collector,,,              ,28,114,0.04%,0.01%,40.21,0.06%,0.05%,26,316,0.03%,0.01%,21.59,0.22%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,54,431,0.02%,61.80,0.08%
3,Lynchburg District,024,Cumberland County,8,Rural Minor Collector,,,              ,5,679,0.01%,0.00%,10.78,0.02%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,679,0.00%,10.78,0.01%
3,Lynchburg District,024,Cumberland County,9,Rural Local System,,,              ,42,463,0.07%,0.02%,244.90,0.39%,0.33%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,42,463,0.02%,244.90,0.33%
3,Lynchburg District,024,Cumberland County Total:,,,,,,76,257,0.12%,0.03%,295.89,0.47%,0.40%,148,584,0.16%,0.07%,50.57,0.51%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,224,841,0.10%,346.46,0.47%
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,320,053,0.35%,0.14%,44.29,0.44%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,320,053,0.14%,44.29,0.06%
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,185,971,0.20%,0.08%,61.31,0.61%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,185,971,0.08%,61.31,0.08%
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,,,              ,165,001,0.26%,0.07%,196.61,0.31%,0.27%,41,352,0.05%,0.02%,37.51,0.38%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,206,354,0.09%,234.12,0.32%
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,,,              ,10,818,0.02%,0.00%,42.28,0.07%,0.06%,2,058,0.00%,0.00%,4.66,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,12,876,0.01%,46.94,0.06%
3,Lynchburg District,041,Halifax County,9,Rural Local System,,,              ,91,907,0.14%,0.04%,580.39,0.92%,0.78%,213,0.00%,0.00%,2.37,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,92,119,0.04%,582.76,0.79%
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,14,698,0.02%,0.01%,1.38,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,698,0.01%,1.38,0.00%
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,,,              ,3,818,0.01%,0.00%,2.06,0.00%,0.00%,49,756,0.05%,0.02%,6.62,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,53,574,0.02%,8.68,0.01%
3,Lynchburg District,041,Halifax County,17,Urban Collector,,,              ,3,204,0.00%,0.00%,2.09,0.00%,0.00%,83,0.00%,0.00%,0.12,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,287,0.00%,2.21,0.00%
3,Lynchburg District,041,Halifax County,19,Urban Local System,,,              ,5,385,0.01%,0.00%,16.60,0.03%,0.02%,6,0.00%,0.00%,0.06,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,392,0.00%,16.66,0.02%
3,Lynchburg District,041,Halifax County Total:,,,,,,280,134,0.43%,0.13%,840.03,1.33%,1.13%,614,189,0.67%,0.28%,158.32,1.58%,0.21%,0,0.00%,0.00%,0.00,0.00%,0.00%,894,323,0.40%,998.35,1.35%
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,300,406,0.33%,0.14%,21.46,0.21%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,300,406,0.14%,21.46,0.03%
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,156,754,0.17%,0.07%,44.72,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,156,754,0.07%,44.72,0.06%
3,Lynchburg District,062,Nelson County,7,Rural Major Collector,,,              ,33,690,0.05%,0.02%,41.35,0.07%,0.06%,41,778,0.05%,0.02%,42.42,0.42%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,75,468,0.03%,83.77,0.11%
3,Lynchburg District,062,Nelson County,8,Rural Minor Collector,,,              ,8,853,0.01%,0.00%,31.45,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,853,0.00%,31.45,0.04%
3,Lynchburg District,062,Nelson County,9,Rural Local System,,,              ,50,434,0.08%,0.02%,394.87,0.63%,0.53%,102,0.00%,0.00%,0.30,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,50,536,0.02%,395.17,0.53%
3,Lynchburg District,062,Nelson County Total:,,,,,,92,977,0.14%,0.04%,467.67,0.74%,0.63%,499,040,0.55%,0.23%,108.90,1.09%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,592,017,0.27%,576.57,0.78%
3,Lynchburg District,071,Pittsylvania County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,694,155,0.76%,0.31%,60.19,0.60%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,694,155,0.31%,60.19,0.08%
3,Lynchburg District,071,Pittsylvania County,6,Rural Minor Arterial,,,              ,568,0.00%,0.00%,0.08,0.00%,0.00%,169,593,0.19%,0.08%,81.34,0.81%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,170,162,0.08%,81.42,0.11%
3,Lynchburg District,071,Pittsylvania County,7,Rural Major Collector,,,              ,292,242,0.45%,0.13%,225.75,0.36%,0.30%,76,846,0.08%,0.03%,28.80,0.29%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,369,088,0.17%,254.55,0.34%
3,Lynchburg District,071,Pittsylvania County,8,Rural Minor Collector,,,              ,59,212,0.09%,0.03%,106.72,0.17%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,59,212,0.03%,106.72,0.14%
3,Lynchburg District,071,Pittsylvania County,9,Rural Local System,,,              ,228,797,0.35%,0.10%,1,040.37,1.65%,1.40%,581,0.00%,0.00%,6.80,0.07%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,229,378,0.10%,1,047.17,1.41%
3,Lynchburg District,071,Pittsylvania County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,174,326,0.19%,0.08%,10.64,0.11%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,174,326,0.08%,10.64,0.01%
3,Lynchburg District,071,Pittsylvania County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,97,066,0.11%,0.04%,9.03,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,97,066,0.04%,9.03,0.01%
3,Lynchburg District,071,Pittsylvania County,16,Urban Minor Arterial,,,              ,26,353,0.04%,0.01%,5.57,0.01%,0.01%,464,0.00%,0.00%,0.16,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,26,817,0.01%,5.73,0.01%
3,Lynchburg District,071,Pittsylvania County,17,Urban Collector,,,              ,11,762,0.02%,0.01%,10.47,0.02%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,762,0.01%,10.47,0.01%
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,,,              ,28,791,0.04%,0.01%,67.66,0.11%,0.09%,669,0.00%,0.00%,0.40,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,29,460,0.01%,68.06,0.09%
3,Lynchburg District,071,Pittsylvania County Total:,,,,,,647,725,1.00%,0.29%,1,456.62,2.31%,1.96%,1,213,701,1.33%,0.55%,197.36,1.98%,0.27%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,861,426,0.84%,1,653.98,2.23%
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,307,233,0.34%,0.14%,41.43,0.41%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,307,233,0.14%,41.43,0.06%
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,128,219,0.14%,0.06%,21.27,0.21%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,128,219,0.06%,21.27,0.03%
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,,,              ,61,780,0.10%,0.03%,79.13,0.13%,0.11%,17,947,0.02%,0.01%,4.54,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,79,728,0.04%,83.67,0.11%
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,,,              ,13,029,0.02%,0.01%,35.18,0.06%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,13,029,0.01%,35.18,0.05%
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,,,              ,48,096,0.07%,0.02%,292.52,0.46%,0.39%,161,0.00%,0.00%,2.92,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,48,257,0.02%,295.44,0.40%
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,435,0.00%,0.00%,0.26,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,435,0.00%,0.26,0.00%
3,Lynchburg District,073,Prince Edward County Total:,,,,,,122,906,0.19%,0.06%,406.83,0.65%,0.55%,453,995,0.50%,0.20%,70.42,0.70%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,576,901,0.26%,477.25,0.64%
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,,,              ,10,999,0.02%,0.00%,2.38,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,999,0.00%,2.38,0.00%
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,,,              ,8,341,0.01%,0.00%,4.68,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,341,0.00%,4.68,0.01%
3,Lynchburg District,162,Town of Altavista,9,Rural Local System,,,              ,3,903,0.01%,0.00%,19.00,0.03%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,903,0.00%,19.00,0.03%
3,Lynchburg District,162,Town of Altavista Total:,,,,,,23,244,0.04%,0.01%,26.06,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,23,244,0.01%,26.06,0.04%
3,Lynchburg District,108,City of Danville,14,Urban Principal Arterial - Other,,,              ,6,990,0.01%,0.00%,0.92,0.00%,0.00%,454,023,0.50%,0.20%,26.46,0.26%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,461,013,0.21%,27.38,0.04%
3,Lynchburg District,108,City of Danville,16,Urban Minor Arterial,,,              ,127,172,0.20%,0.06%,20.42,0.03%,0.03%,113,425,0.12%,0.05%,16.12,0.16%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,240,597,0.11%,36.54,0.05%
3,Lynchburg District,108,City of Danville,17,Urban Collector,,,              ,52,685,0.08%,0.02%,30.57,0.05%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,52,685,0.02%,30.57,0.04%
3,Lynchburg District,108,City of Danville,19,Urban Local System,,,              ,77,810,0.12%,0.04%,223.01,0.35%,0.30%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,77,810,0.04%,223.01,0.30%
3,Lynchburg District,108,City of Danville Total:,,,,,,264,656,0.41%,0.12%,274.92,0.44%,0.37%,567,449,0.62%,0.26%,42.58,0.43%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,832,105,0.38%,317.50,0.43%
3,Lynchburg District,144,Town of Farmville,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,48,047,0.05%,0.02%,3.76,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,48,047,0.02%,3.76,0.01%
3,Lynchburg District,144,Town of Farmville,16,Urban Minor Arterial,,,              ,2,156,0.00%,0.00%,1.00,0.00%,0.00%,46,347,0.05%,0.02%,5.82,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,48,503,0.02%,6.82,0.01%
3,Lynchburg District,144,Town of Farmville,17,Urban Collector,,,              ,23,095,0.04%,0.01%,7.67,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,23,095,0.01%,7.67,0.01%
3,Lynchburg District,144,Town of Farmville,19,Urban Local System,,,              ,8,509,0.01%,0.00%,34.12,0.05%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,509,0.00%,34.12,0.05%
3,Lynchburg District,144,Town of Farmville Total:,,,,,,33,760,0.05%,0.02%,42.79,0.07%,0.06%,94,394,0.10%,0.04%,9.58,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,128,154,0.06%,52.37,0.07%
3,Lynchburg District,118,City of Lynchburg,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,381,051,0.42%,0.17%,11.77,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,381,051,0.17%,11.77,0.02%
3,Lynchburg District,118,City of Lynchburg,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,290,877,0.32%,0.13%,14.09,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,290,877,0.13%,14.09,0.02%
3,Lynchburg District,118,City of Lynchburg,16,Urban Minor Arterial,,,              ,324,075,0.50%,0.15%,37.55,0.06%,0.05%,209,625,0.23%,0.09%,17.43,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,533,701,0.24%,54.98,0.07%
3,Lynchburg District,118,City of Lynchburg,17,Urban Collector,,,              ,100,659,0.16%,0.05%,28.00,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,100,659,0.05%,28.00,0.04%
3,Lynchburg District,118,City of Lynchburg,19,Urban Local System,,,              ,131,967,0.20%,0.06%,268.53,0.43%,0.36%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,131,967,0.06%,268.53,0.36%
3,Lynchburg District,118,City of Lynchburg Total:,,,,,,556,701,0.86%,0.25%,334.08,0.53%,0.45%,881,553,0.96%,0.40%,43.29,0.43%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,438,254,0.65%,377.37,0.51%
3,Lynchburg District,130,Town of South Boston,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,79,333,0.09%,0.04%,6.34,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,79,333,0.04%,6.34,0.01%
3,Lynchburg District,130,Town of South Boston,16,Urban Minor Arterial,,,              ,16,651,0.03%,0.01%,4.71,0.01%,0.01%,19,593,0.02%,0.01%,3.58,0.04%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,36,244,0.02%,8.29,0.01%
3,Lynchburg District,130,Town of South Boston,17,Urban Collector,,,              ,4,537,0.01%,0.00%,4.27,0.01%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,537,0.00%,4.27,0.01%
3,Lynchburg District,130,Town of South Boston,19,Urban Local System,,,              ,14,860,0.02%,0.01%,45.91,0.07%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,860,0.01%,45.91,0.06%
3,Lynchburg District,130,Town of South Boston Total:,,,,,,36,048,0.06%,0.02%,54.89,0.09%,0.07%,98,926,0.11%,0.04%,9.92,0.10%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,134,975,0.06%,64.81,0.09%
3,Lynchburg District,,Lynchburg District Total:,,,,,,3,217,356,4.98%,1.45%,6,918.13,10.97%,9.33%,7,552,635,8.27%,3.41%,1,185.33,11.86%,1.60%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,769,990,4.86%,8,103.46,10.93%
4,Richmond District,004,Amelia County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,281,412,0.31%,0.13%,18.89,0.19%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,281,412,0.13%,18.89,0.03%
4,Richmond District,004,Amelia County,7,Rural Major Collector,,,              ,86,478,0.13%,0.04%,63.99,0.10%,0.09%,66,590,0.07%,0.03%,20.54,0.21%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,153,067,0.07%,84.53,0.11%
4,Richmond District,004,Amelia County,8,Rural Minor Collector,,,              ,31,101,0.05%,0.01%,41.36,0.07%,0.06%,154,0.00%,0.00%,0.06,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,31,254,0.01%,41.42,0.06%
4,Richmond District,004,Amelia County,9,Rural Local System,,,              ,63,990,0.10%,0.03%,260.50,0.41%,0.35%,13,0.00%,0.00%,0.54,0.01%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,64,003,0.03%,261.04,0.35%
4,Richmond District,004,Amelia County Total:,,,,,,181,569,0.28%,0.08%,365.85,0.58%,0.49%,348,168,0.38%,0.16%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,529,737,0.24%,405.88,0.55%
4,Richmond District,012,Brunswick County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,409,903,0.62%,0.18%,20.77,1.86%,0.03%,409,903,0.18%,20.77,0.03%
4,Richmond District,012,Brunswick County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,203,841,0.22%,0.09%,23.25,0.23%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,203,841,0.09%,23.25,0.03%
4,Richmond District,012,Brunswick County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,48,277,0.05%,0.02%,24.09,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,48,277,0.02%,24.09,0.03%
4,Richmond District,012,Brunswick County,7,Rural Major Collector,,,              ,100,906,0.16%,0.05%,127.66,0.20%,0.17%,65,091,0.07%,0.03%,40.04,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,165,997,0.07%,167.70,0.23%
