5,Hampton Roads District,131,City of Chesapeake,,,,,              ,1,772,074,2.74%,0.80%,945.41,1.50%,1.27%,2,092,471,2.29%,0.94%,108.97,1.09%,0.15%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,864,545,1.74%,1,054.38,1.42%
5,Hampton Roads District,190,Town of Chincoteague,,,,,              ,46,497,0.07%,0.02%,23.89,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,46,497,0.02%,23.89,0.03%
5,Hampton Roads District,109,City of Emporia,,,,,              ,39,675,0.06%,0.02%,32.82,0.05%,0.04%,39,334,0.04%,0.02%,5.08,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,79,008,0.04%,37.90,0.05%
5,Hampton Roads District,145,City of Franklin,,,,,              ,71,093,0.11%,0.03%,45.57,0.07%,0.06%,23,174,0.03%,0.01%,5.39,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,94,267,0.04%,50.96,0.07%
5,Hampton Roads District,114,City of Hampton,,,,,              ,1,234,325,1.91%,0.56%,405.45,0.64%,0.55%,925,601,1.01%,0.42%,49.34,0.49%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,159,926,0.97%,454.79,0.61%
5,Hampton Roads District,121,City of Newport News,,,,,              ,928,616,1.44%,0.42%,438.74,0.70%,0.59%,1,694,801,1.85%,0.76%,66.12,0.66%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,623,417,1.18%,504.86,0.68%
5,Hampton Roads District,122,City of Norfolk,,,,,              ,896,269,1.39%,0.40%,632.57,1.00%,0.85%,1,959,629,2.14%,0.88%,87.47,0.88%,0.12%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,855,898,1.29%,720.04,0.97%
5,Hampton Roads District,147,City of Poquoson,,,,,              ,59,285,0.09%,0.03%,45.79,0.07%,0.06%,57,103,0.06%,0.03%,7.85,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,116,388,0.05%,53.64,0.07%
5,Hampton Roads District,124,City of Portsmouth,,,,,              ,537,471,0.83%,0.24%,367.47,0.58%,0.50%,506,482,0.55%,0.23%,28.37,0.28%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,043,953,0.47%,395.84,0.53%
5,Hampton Roads District,300,Town of Smithfield,,,,,              ,55,637,0.09%,0.03%,47.11,0.07%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,55,637,0.03%,47.11,0.06%
5,Hampton Roads District,133,City of Suffolk,,,,,              ,567,324,0.88%,0.26%,627.29,0.99%,0.85%,1,940,294,2.12%,0.87%,123.17,1.23%,0.17%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,507,618,1.13%,750.46,1.01%
5,Hampton Roads District,134,City of Virginia Beach,,,,,              ,3,810,210,5.90%,1.72%,1,416.58,2.25%,1.91%,2,237,067,2.45%,1.01%,74.64,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,6,047,277,2.73%,1,491.22,2.01%
5,Hampton Roads District,137,City of Williamsburg,,,,,              ,87,503,0.14%,0.04%,38.39,0.06%,0.05%,109,072,0.12%,0.05%,11.63,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,196,575,0.09%,50.02,0.07%
5,Hampton Roads District,,Hampton Roads District Total:,,,,,,11,949,985,18.49%,5.39%,8,610.73,13.66%,11.61%,17,409,001,19.05%,7.85%,1,236.90,12.38%,1.67%,12,954,716,19.71%,5.84%,164.55,14.70%,0.22%,42,313,701,19.08%,10,012.18,13.50%
6,Fredericksburg District,016,Caroline County,,,,,              ,235,494,0.36%,0.11%,475.66,0.75%,0.64%,598,511,0.65%,0.27%,99.40,0.99%,0.13%,1,416,800,2.16%,0.64%,15.54,1.39%,0.02%,2,250,805,1.02%,590.60,0.80%
6,Fredericksburg District,028,Essex County,,,,,              ,105,124,0.16%,0.05%,269.71,0.43%,0.36%,329,074,0.36%,0.15%,43.55,0.44%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,434,199,0.20%,313.26,0.42%
6,Fredericksburg District,036,Gloucester County,,,,,              ,251,838,0.39%,0.11%,309.91,0.49%,0.42%,778,649,0.85%,0.35%,56.65,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,030,487,0.46%,366.56,0.49%
6,Fredericksburg District,049,King & Queen County,,,,,              ,72,434,0.11%,0.03%,294.74,0.47%,0.40%,202,255,0.22%,0.09%,52.18,0.52%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,274,689,0.12%,346.92,0.47%
6,Fredericksburg District,048,King George County,,,,,              ,76,309,0.12%,0.03%,183.40,0.29%,0.25%,706,434,0.77%,0.32%,75.50,0.76%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,782,744,0.35%,258.90,0.35%
6,Fredericksburg District,050,King William County,,,,,              ,114,510,0.18%,0.05%,276.08,0.44%,0.37%,277,295,0.30%,0.13%,46.96,0.47%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,391,804,0.18%,323.04,0.44%
6,Fredericksburg District,051,Lancaster County,,,,,              ,94,654,0.15%,0.04%,219.39,0.35%,0.30%,238,329,0.26%,0.11%,57.80,0.58%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,332,983,0.15%,277.19,0.37%
6,Fredericksburg District,057,Mathews County,,,,,              ,48,882,0.08%,0.02%,141.31,0.22%,0.19%,145,837,0.16%,0.07%,33.65,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,194,718,0.09%,174.96,0.24%
6,Fredericksburg District,059,Middlesex County,,,,,              ,67,531,0.10%,0.03%,171.37,0.27%,0.23%,270,805,0.30%,0.12%,47.05,0.47%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,338,336,0.15%,218.42,0.29%
6,Fredericksburg District,066,Northumberland County,,,,,              ,112,032,0.17%,0.05%,345.90,0.55%,0.47%,204,351,0.22%,0.09%,44.49,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,316,383,0.14%,390.39,0.53%
6,Fredericksburg District,079,Richmond County,,,,,              ,65,449,0.10%,0.03%,210.03,0.33%,0.28%,261,402,0.29%,0.12%,34.65,0.35%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,326,852,0.15%,244.68,0.33%
6,Fredericksburg District,088,Spotsylvania County,,,,,              ,1,017,534,1.57%,0.46%,725.00,1.15%,0.98%,1,198,762,1.31%,0.54%,79.85,0.80%,0.11%,1,703,621,2.59%,0.77%,15.57,1.39%,0.02%,3,919,917,1.77%,820.42,1.11%
6,Fredericksburg District,089,Stafford County,,,,,              ,977,541,1.51%,0.44%,588.34,0.93%,0.79%,882,746,0.97%,0.40%,45.69,0.46%,0.06%,2,216,544,3.37%,1.00%,15.74,1.41%,0.02%,4,076,831,1.84%,649.77,0.88%
6,Fredericksburg District,096,Westmoreland County,,,,,              ,138,148,0.21%,0.06%,353.06,0.56%,0.48%,268,830,0.29%,0.12%,67.11,0.67%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,406,979,0.18%,420.17,0.57%
6,Fredericksburg District,111,City of Fredericksburg,,,,,              ,147,592,0.23%,0.07%,66.00,0.10%,0.09%,348,809,0.38%,0.16%,15.53,0.16%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,496,401,0.22%,81.53,0.11%
6,Fredericksburg District,,Fredericksburg District Total:,,,,,,3,525,074,5.45%,1.59%,4,629.90,7.34%,6.24%,6,712,090,7.35%,3.03%,800.06,8.01%,1.08%,5,336,966,8.12%,2.41%,46.85,4.18%,0.06%,15,574,129,7.02%,5,476.81,7.39%
7,Culpeper District,002,Albemarle County,,,,,              ,884,603,1.37%,0.40%,866.28,1.37%,1.17%,1,581,494,1.73%,0.71%,150.21,1.50%,0.20%,1,137,203,1.73%,0.51%,31.20,2.79%,0.04%,3,603,300,1.62%,1,047.69,1.41%
7,Culpeper District,023,Culpeper County,,,,,              ,271,837,0.42%,0.12%,487.69,0.77%,0.66%,883,566,0.97%,0.40%,77.73,0.78%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,155,403,0.52%,565.42,0.76%
7,Culpeper District,030,Fauquier County,,,,,              ,602,672,0.93%,0.27%,807.29,1.28%,1.09%,1,680,937,1.84%,0.76%,117.72,1.18%,0.16%,799,712,1.22%,0.36%,21.93,1.96%,0.03%,3,083,321,1.39%,946.94,1.28%
7,Culpeper District,032,Fluvanna County,,,,,              ,183,916,0.28%,0.08%,294.94,0.47%,0.40%,220,679,0.24%,0.10%,51.17,0.51%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,404,595,0.18%,346.11,0.47%
7,Culpeper District,039,Greene County,,,,,              ,119,293,0.18%,0.05%,201.11,0.32%,0.27%,304,620,0.33%,0.14%,29.67,0.30%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,423,913,0.19%,230.78,0.31%
7,Culpeper District,054,Louisa County,,,,,              ,289,973,0.45%,0.13%,547.93,0.87%,0.74%,463,832,0.51%,0.21%,125.81,1.26%,0.17%,485,381,0.74%,0.22%,16.55,1.48%,0.02%,1,239,186,0.56%,690.29,0.93%
7,Culpeper District,056,Madison County,,,,,              ,92,819,0.14%,0.04%,306.85,0.49%,0.41%,403,337,0.44%,0.18%,63.18,0.63%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,496,155,0.22%,370.03,0.50%
7,Culpeper District,068,Orange County,,,,,              ,180,489,0.28%,0.08%,355.92,0.56%,0.48%,535,410,0.59%,0.24%,82.97,0.83%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,715,899,0.32%,438.89,0.59%
7,Culpeper District,078,Rappahannock County,,,,,              ,59,567,0.09%,0.03%,219.43,0.35%,0.30%,213,832,0.23%,0.10%,57.83,0.58%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,273,399,0.12%,277.26,0.37%
7,Culpeper District,104,City of Charlottesville,,,,,              ,299,111,0.46%,0.13%,121.96,0.19%,0.16%,283,509,0.31%,0.13%,13.51,0.14%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,582,621,0.26%,135.47,0.18%
7,Culpeper District,204,Town of Culpeper,,,,,              ,137,855,0.21%,0.06%,49.80,0.08%,0.07%,108,771,0.12%,0.05%,8.48,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,246,626,0.11%,58.28,0.08%
7,Culpeper District,275,Town of Orange,,,,,              ,21,032,0.03%,0.01%,23.23,0.04%,0.03%,62,497,0.07%,0.03%,5.67,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,83,529,0.04%,28.90,0.04%
7,Culpeper District,156,Town of Warrenton,,,,,              ,69,723,0.11%,0.03%,32.52,0.05%,0.04%,129,434,0.14%,0.06%,8.17,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,199,157,0.09%,40.69,0.05%
7,Culpeper District,,Culpeper District Total:,,,,,,3,212,890,4.97%,1.45%,4,314.95,6.84%,5.82%,6,871,919,7.52%,3.10%,792.12,7.93%,1.07%,2,422,295,3.68%,1.09%,69.68,6.22%,0.09%,12,507,104,5.64%,5,176.75,6.98%
8,Staunton District,003,Alleghany County,,,,,              ,101,373,0.16%,0.05%,268.29,0.43%,0.36%,134,223,0.15%,0.06%,86.32,0.86%,0.12%,464,180,0.71%,0.21%,40.99,3.66%,0.06%,699,776,0.32%,395.60,0.53%
8,Staunton District,007,Augusta County,,,,,              ,614,315,0.95%,0.28%,1,021.22,1.62%,1.38%,981,734,1.07%,0.44%,181.67,1.82%,0.24%,1,867,859,2.84%,0.84%,44.29,3.96%,0.06%,3,463,908,1.56%,1,247.18,1.68%
8,Staunton District,008,Bath County,,,,,              ,43,510,0.07%,0.02%,244.95,0.39%,0.33%,88,448,0.10%,0.04%,74.80,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,131,957,0.06%,319.75,0.43%
8,Staunton District,021,Clarke County,,,,,              ,126,030,0.19%,0.06%,217.17,0.34%,0.29%,608,839,0.67%,0.27%,48.72,0.49%,0.07%,0,0.00%,0.00%,0.00,0.00%,0.00%,734,869,0.33%,265.89,0.36%
8,Staunton District,034,Frederick County,,,,,              ,583,374,0.90%,0.26%,624.40,0.99%,0.84%,1,281,856,1.40%,0.58%,103.79,1.04%,0.14%,1,226,613,1.87%,0.55%,25.63,2.29%,0.03%,3,091,842,1.39%,753.82,1.02%
8,Staunton District,045,Highland County,,,,,              ,22,494,0.03%,0.01%,213.21,0.34%,0.29%,49,723,0.05%,0.02%,70.98,0.71%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,72,217,0.03%,284.19,0.38%
8,Staunton District,069,Page County,,,,,              ,129,331,0.20%,0.06%,306.32,0.49%,0.41%,275,640,0.30%,0.12%,56.55,0.57%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,404,971,0.18%,362.87,0.49%
8,Staunton District,081,Rockbridge County,,,,,              ,173,782,0.27%,0.08%,618.01,0.98%,0.83%,341,113,0.37%,0.15%,122.95,1.23%,0.17%,1,352,959,2.06%,0.61%,47.97,4.28%,0.06%,1,867,854,0.84%,788.93,1.06%
8,Staunton District,082,Rockingham County,,,,,              ,537,635,0.83%,0.24%,884.44,1.40%,1.19%,1,081,300,1.18%,0.49%,174.02,1.74%,0.23%,1,220,416,1.86%,0.55%,27.10,2.42%,0.04%,2,839,351,1.28%,1,085.56,1.46%
8,Staunton District,085,Shenandoah County,,,,,              ,234,861,0.36%,0.11%,643.28,1.02%,0.87%,431,996,0.47%,0.19%,96.07,0.96%,0.13%,1,429,212,2.17%,0.64%,34.68,3.10%,0.05%,2,096,068,0.95%,774.03,1.04%
8,Staunton District,093,Warren County,,,,,              ,158,680,0.25%,0.07%,208.10,0.33%,0.28%,374,077,0.41%,0.17%,38.12,0.38%,0.05%,425,868,0.65%,0.19%,14.66,1.31%,0.02%,958,625,0.43%,260.88,0.35%
8,Staunton District,176,Town of Bridgewater,,,,,              ,31,936,0.05%,0.01%,21.19,0.03%,0.03%,42,525,0.05%,0.02%,3.81,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,74,461,0.03%,25.00,0.03%
8,Staunton District,103,City of Buena Vista,,,,,              ,22,982,0.04%,0.01%,38.24,0.06%,0.05%,34,702,0.04%,0.02%,5.87,0.06%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,57,684,0.03%,44.11,0.06%
8,Staunton District,105,Town of Clifton Forge,,,,,              ,18,722,0.03%,0.01%,18.87,0.03%,0.03%,20,090,0.02%,0.01%,4.27,0.04%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,38,812,0.02%,23.14,0.03%
8,Staunton District,107,City of Covington,,,,,              ,23,695,0.04%,0.01%,31.35,0.05%,0.04%,47,852,0.05%,0.02%,7.60,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,71,547,0.03%,38.95,0.05%
8,Staunton District,216,Town of Elkton,,,,,              ,10,537,0.02%,0.00%,17.46,0.03%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,10,537,0.00%,17.46,0.02%
8,Staunton District,112,Town of Front Royal,,,,,              ,94,214,0.15%,0.04%,58.03,0.09%,0.08%,120,786,0.13%,0.05%,8.13,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,215,001,0.10%,66.16,0.09%
8,Staunton District,228,Town of Grottoes,,,,,              ,8,040,0.01%,0.00%,22.22,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,8,040,0.00%,22.22,0.03%
8,Staunton District,115,City of Harrisonburg,,,,,              ,247,506,0.38%,0.11%,119.32,0.19%,0.16%,285,732,0.31%,0.13%,18.60,0.19%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,533,239,0.24%,137.92,0.19%
8,Staunton District,117,City of Lexington,,,,,              ,18,653,0.03%,0.01%,19.38,0.03%,0.03%,35,191,0.04%,0.02%,5.49,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,53,845,0.02%,24.87,0.03%
8,Staunton District,159,Town of Luray,,,,,              ,17,417,0.03%,0.01%,32.22,0.05%,0.04%,34,657,0.04%,0.02%,4.62,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,52,074,0.02%,36.84,0.05%
8,Staunton District,132,City of Staunton,,,,,              ,103,195,0.16%,0.05%,109.95,0.17%,0.15%,190,313,0.21%,0.09%,23.98,0.24%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,293,508,0.13%,133.93,0.18%
8,Staunton District,306,Town of Strasburg,,,,,              ,11,394,0.02%,0.01%,21.55,0.03%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,11,394,0.01%,21.55,0.03%
8,Staunton District,136,City of Waynesboro,,,,,              ,135,014,0.21%,0.06%,105.78,0.17%,0.14%,145,564,0.16%,0.07%,12.78,0.13%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,280,578,0.13%,118.56,0.16%
8,Staunton District,138,City of Winchester,,,,,              ,224,507,0.35%,0.10%,87.83,0.14%,0.12%,132,808,0.15%,0.06%,12.05,0.12%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,357,314,0.16%,99.88,0.13%
8,Staunton District,330,Town of Woodstock,,,,,              ,14,692,0.02%,0.01%,27.92,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,14,692,0.01%,27.92,0.04%
8,Staunton District,,Staunton District Total:,,,,,,3,707,888,5.74%,1.67%,5,980.70,9.49%,8.06%,6,739,170,7.38%,3.04%,1,161.19,11.62%,1.57%,7,987,107,12.15%,3.60%,235.32,21.02%,0.32%,18,434,165,8.31%,7,377.21,9.95%
9,Northern Virginia District,000,Arlington County,,,,,              ,1,107,457,1.71%,0.50%,359.42,0.57%,0.48%,1,234,915,1.35%,0.56%,44.00,0.44%,0.06%,1,479,590,2.25%,0.67%,11.22,1.00%,0.02%,3,821,962,1.72%,414.64,0.56%
9,Northern Virginia District,029,Fairfax County,,,,,              ,9,565,644,14.80%,4.31%,2,637.77,4.18%,3.56%,7,124,378,7.80%,3.21%,181.85,1.82%,0.25%,9,606,135,14.61%,4.33%,57.34,5.12%,0.08%,26,296,157,11.86%,2,876.96,3.88%
9,Northern Virginia District,053,Loudoun County,,,,,              ,2,233,512,3.46%,1.01%,1,034.48,1.64%,1.39%,3,172,221,3.47%,1.43%,128.62,1.29%,0.17%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,405,734,2.44%,1,163.10,1.57%
9,Northern Virginia District,076,Prince William County,,,,,              ,3,426,025,5.30%,1.54%,1,055.62,1.67%,1.42%,2,223,115,2.43%,1.00%,102.20,1.02%,0.14%,3,032,680,4.61%,1.37%,25.58,2.28%,0.03%,8,681,820,3.92%,1,183.40,1.60%
9,Northern Virginia District,100,City of Alexandria,,,,,              ,566,025,0.88%,0.26%,186.22,0.30%,0.25%,586,330,0.64%,0.26%,22.43,0.22%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,152,355,0.52%,208.65,0.28%
9,Northern Virginia District,212,Town of Dumfries,,,,,              ,5,280,0.01%,0.00%,10.61,0.02%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,280,0.00%,10.61,0.01%
9,Northern Virginia District,151,City of Fairfax,,,,,              ,101,120,0.16%,0.05%,58.99,0.09%,0.08%,378,293,0.41%,0.17%,11.35,0.11%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,479,413,0.22%,70.34,0.09%
9,Northern Virginia District,110,City of Falls Church,,,,,              ,64,336,0.10%,0.03%,27.37,0.04%,0.04%,96,249,0.11%,0.04%,4.51,0.05%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,160,585,0.07%,31.88,0.04%
9,Northern Virginia District,235,Town of Herndon,,,,,              ,171,381,0.27%,0.08%,49.43,0.08%,0.07%,38,816,0.04%,0.02%,2.52,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,210,197,0.09%,51.95,0.07%
9,Northern Virginia District,253,Town of Leesburg,,,,,              ,309,033,0.48%,0.14%,96.94,0.15%,0.13%,173,371,0.19%,0.08%,8.11,0.08%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,482,404,0.22%,105.05,0.14%
9,Northern Virginia District,155,City of Manassas,,,,,              ,555,804,0.86%,0.25%,94.82,0.15%,0.13%,177,078,0.19%,0.08%,9.36,0.09%,0.01%,0,0.00%,0.00%,0.00,0.00%,0.00%,732,882,0.33%,104.18,0.14%
9,Northern Virginia District,152,City of Manassas Park,,,,,              ,38,902,0.06%,0.02%,21.98,0.03%,0.03%,29,420,0.03%,0.01%,2.21,0.02%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,68,321,0.03%,24.19,0.03%
9,Northern Virginia District,286,Town of Purcellville,,,,,              ,34,478,0.05%,0.02%,26.74,0.04%,0.04%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,34,478,0.02%,26.74,0.04%
9,Northern Virginia District,153,Town of Vienna,,,,,              ,141,593,0.22%,0.06%,62.30,0.10%,0.08%,92,630,0.10%,0.04%,2.98,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,234,224,0.11%,65.28,0.09%
9,Northern Virginia District,,Northern Virginia District Total:,,,,,,18,320,590,28.35%,8.26%,5,722.69,9.08%,7.72%,15,326,817,16.77%,6.91%,520.14,5.21%,0.70%,14,118,405,21.48%,6.37%,94.14,8.41%,0.13%,47,765,811,21.54%,6,336.97,8.55%
O,Other,US ,Federal,,,,,              ,2,021,156,3.13%,0.91%,2,395.28,3.80%,3.23%,1,925,524,2.11%,0.87%,383.56,3.84%,0.52%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,946,680,1.78%,2,778.84,3.75%
O,Other,TOL,Other Toll,,,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,737,118,0.81%,0.33%,39.16,0.39%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,737,118,0.33%,39.16,0.05%
O,Other,,Other Total:,,,,,,2,021,156,3.13%,0.91%,2,395.28,3.80%,3.23%,2,662,642,2.91%,1.20%,422.72,4.23%,0.57%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,683,798,2.11%,2,818.00,3.80%
,,,,,,,,,64,632,297,100.00%,29.15%,63,047.13,100.00%,85.02%,91,376,080,100.00%,41.21%,9,991.04,100.00%,13.47%,65,743,215,100.00%,29.65%,1,119.57,100.00%,1.51%,221,751,592,100.00%,74,157.74,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"'Secondary' includes those routes in the VDOT secondary system,  (unnumbered) routes maintained by Arlington and Henrico Counties and unnumbered routes maintained by cities and towns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"'Primary' includes those routes designated as 'US', 'SR' (Virginia State Route) and Frontage Roads.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"'Primary' also includes the named federal parkways (George Washington Pkwy, Colonial Pkwy, Blue Ridge Pkwy, Skyline Drive) and the Dulles Access road.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Interstate' includes those routes in the Interstate System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VDOT maintains all facilities summarized in this report except those summarized in the Secondary columns for Arlington and Henrico counties and those summarized in all columns for cities, towns, the federal government and other (local and private toll roads).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Length values are a reasonable copy of centerline road length values maintained by VDOT Asset Management Division using HTRIS road inventory with input from the Local Assistance Division.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Jurisdiction DVMT report totals do not match Physical Jurisdiction DVMT report totals because of maintenance responsibility outside Virginia (North Carolina and West Virginia).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVMT and road length totals ARE NOT EXPECTED to match totals reported to and published by FHWA because of VDOT maintainance of roads outside of Virginia (North Carolina and West Virginia).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportID:,2200,DataYear:,2009,,ReportID:,2200,DataYear:,2009,,ReportID:,2200,DataYear:,2009,,ReportID:,2200,DataYear:,2009,,ReportID:,2200,DataYear:,2009,,ReportID:,2200,DataYear:,2009,Prepared,7/11/2010
