ReportID:	1216	DataYear:	2012		ReportID:	1216	DataYear:	2012		ReportID:	1216	DataYear:	2012		ReportID:	1216	DataYear:	2012		ReportID:	1216	DataYear:	2012		ReportID:	1216	DataYear:	2012	Prepared	8/5/2013
 		023	Culpeper County	9	Rural Local System			              	154,927	0.25%	0.07%				1,127	0.00%	0.00%				0	0.00%	0.00%				156,054	0.07%		
 		023	Culpeper County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				59,417	0.06%	0.03%				0	0.00%	0.00%				59,417	0.03%		
 		023	Culpeper County	16	Urban Minor Arterial			              	6,474	0.01%	0.00%				60,124	0.07%	0.03%				0	0.00%	0.00%				66,598	0.03%		
 		023	Culpeper County	17	Urban Collector			              	9,247	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				9,247	0.00%		
 		023	Culpeper County	19	Urban Local System			              	130,610	0.21%	0.06%				0	0.00%	0.00%				0	0.00%	0.00%				130,610	0.06%		
 		023	Culpeper County Total:						430,325	0.68%	0.19%				1,012,057	1.10%	0.46%				0	0.00%	0.00%				1,442,382	0.65%		
 		024	Cumberland County	6	Rural Minor Arterial			              	0	0.00%	0.00%				112,393	0.12%	0.05%				0	0.00%	0.00%				112,393	0.05%		
 		024	Cumberland County	7	Rural Major Collector			              	25,523	0.04%	0.01%				28,174	0.03%	0.01%				0	0.00%	0.00%				53,697	0.02%		
 		024	Cumberland County	8	Rural Minor Collector			              	5,898	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				5,898	0.00%		
 		024	Cumberland County	9	Rural Local System			              	46,463	0.07%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				46,463	0.02%		
 		024	Cumberland County Total:						77,885	0.12%	0.04%				140,567	0.15%	0.06%				0	0.00%	0.00%				218,451	0.10%		
 		025	Dickenson County	6	Rural Minor Arterial			              	0	0.00%	0.00%				127,569	0.14%	0.06%				0	0.00%	0.00%				127,569	0.06%		
 		025	Dickenson County	7	Rural Major Collector			              	51,288	0.08%	0.02%				53,894	0.06%	0.02%				0	0.00%	0.00%				105,183	0.05%		
 		025	Dickenson County	8	Rural Minor Collector			              	3,078	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				3,078	0.00%		
 		025	Dickenson County	9	Rural Local System			              	100,301	0.16%	0.05%				814	0.00%	0.00%				0	0.00%	0.00%				101,115	0.05%		
 		025	Dickenson County Total:						154,667	0.24%	0.07%				182,278	0.20%	0.08%				0	0.00%	0.00%				336,944	0.15%		
 		026	Dinwiddie County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				433,178	0.66%	0.20%				433,178	0.20%		
 		026	Dinwiddie County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				130,430	0.14%	0.06%				0	0.00%	0.00%				130,430	0.06%		
 		026	Dinwiddie County	6	Rural Minor Arterial			              	0	0.00%	0.00%				30,934	0.03%	0.01%				0	0.00%	0.00%				30,934	0.01%		
 		026	Dinwiddie County	7	Rural Major Collector			              	68,130	0.11%	0.03%				52,811	0.06%	0.02%				0	0.00%	0.00%				120,941	0.05%		
 		026	Dinwiddie County	8	Rural Minor Collector			              	16,870	0.03%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				16,870	0.01%		
 		026	Dinwiddie County	9	Rural Local System			              	110,805	0.18%	0.05%				510	0.00%	0.00%				0	0.00%	0.00%				111,315	0.05%		
 		026	Dinwiddie County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				194,040	0.29%	0.09%				194,040	0.09%		
 		026	Dinwiddie County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				80,614	0.09%	0.04%				0	0.00%	0.00%				80,614	0.04%		
 		026	Dinwiddie County	16	Urban Minor Arterial			              	13,213	0.02%	0.01%				77,404	0.08%	0.03%				0	0.00%	0.00%				90,616	0.04%		
 		026	Dinwiddie County	17	Urban Collector			              	33,311	0.05%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				33,311	0.02%		
 		026	Dinwiddie County	19	Urban Local System			              	23,023	0.04%	0.01%				1,099	0.00%	0.00%				0	0.00%	0.00%				24,123	0.01%		
 		026	Dinwiddie County Total:						265,352	0.42%	0.12%				373,802	0.41%	0.17%				627,218	0.95%	0.28%				1,266,372	0.57%		
 		028	Essex County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				306,601	0.33%	0.14%				0	0.00%	0.00%				306,601	0.14%		
 		028	Essex County	7	Rural Major Collector			              	55,658	0.09%	0.03%				0	0.00%	0.00%				0	0.00%	0.00%				55,658	0.03%		
 		028	Essex County	8	Rural Minor Collector			              	6,632	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				6,632	0.00%		
 		028	Essex County	9	Rural Local System			              	43,653	0.07%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				43,653	0.02%		
 		028	Essex County Total:						105,943	0.17%	0.05%				306,601	0.33%	0.14%				0	0.00%	0.00%				412,544	0.19%		
 		029	Fairfax County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				8,855,590	13.40%	4.00%				8,855,590	4.00%		
 		029	Fairfax County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				1,564,657	1.70%	0.71%				0	0.00%	0.00%				1,564,657	0.71%		
 		029	Fairfax County	14	Urban Principal Arterial - Other			              	110,568	0.18%	0.05%				7,253,168	7.89%	3.28%				0	0.00%	0.00%				7,363,736	3.33%		
 		029	Fairfax County	16	Urban Minor Arterial			              	5,318,826	8.42%	2.40%				623,747	0.68%	0.28%				0	0.00%	0.00%				5,942,573	2.69%		
 		029	Fairfax County	17	Urban Collector			              	1,391,147	2.20%	0.63%				39,214	0.04%	0.02%				0	0.00%	0.00%				1,430,361	0.65%		
 		029	Fairfax County	19	Urban Local System			              	1,715,598	2.72%	0.78%				37,899	0.04%	0.02%				0	0.00%	0.00%				1,753,498	0.79%		
 		029	Fairfax County Total:						8,536,139	13.52%	3.86%				9,518,685	10.35%	4.30%				8,855,590	13.40%	4.00%				26,910,415	12.17%		
 		030	Fauquier County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				847,997	1.28%	0.38%				847,997	0.38%		
 		030	Fauquier County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				1,057,101	1.15%	0.48%				0	0.00%	0.00%				1,057,101	0.48%		
 		030	Fauquier County	6	Rural Minor Arterial			              	0	0.00%	0.00%				296,406	0.32%	0.13%				0	0.00%	0.00%				296,406	0.13%		
 		030	Fauquier County	7	Rural Major Collector			              	250,477	0.40%	0.11%				64,722	0.07%	0.03%				0	0.00%	0.00%				315,199	0.14%		
 		030	Fauquier County	8	Rural Minor Collector			              	61,842	0.10%	0.03%				0	0.00%	0.00%				0	0.00%	0.00%				61,842	0.03%		
 		030	Fauquier County	9	Rural Local System			              	257,199	0.41%	0.12%				5,170	0.01%	0.00%				0	0.00%	0.00%				262,369	0.12%		
 		030	Fauquier County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				414,048	0.45%	0.19%				0	0.00%	0.00%				414,048	0.19%		
 		030	Fauquier County	16	Urban Minor Arterial			              	6,770	0.01%	0.00%				49,372	0.05%	0.02%				0	0.00%	0.00%				56,142	0.03%		
 		030	Fauquier County	17	Urban Collector			              	65,800	0.10%	0.03%				0	0.00%	0.00%				0	0.00%	0.00%				65,800	0.03%		
 		030	Fauquier County	19	Urban Local System			              	37,408	0.06%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				37,408	0.02%		
 		030	Fauquier County Total:						679,495	1.08%	0.31%				1,886,819	2.05%	0.85%				847,997	1.28%	0.38%				3,414,311	1.54%		
 		031	Floyd County	6	Rural Minor Arterial			              	0	0.00%	0.00%				199,586	0.22%	0.09%				0	0.00%	0.00%				199,586	0.09%		
 		031	Floyd County	7	Rural Major Collector			              	62,009	0.10%	0.03%				0	0.00%	0.00%				0	0.00%	0.00%				62,009	0.03%		
 		031	Floyd County	8	Rural Minor Collector			              	12,790	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				12,790	0.01%		
 		031	Floyd County	9	Rural Local System			              	64,778	0.10%	0.03%				0	0.00%	0.00%				0	0.00%	0.00%				64,778	0.03%		
 		031	Floyd County Total:						139,577	0.22%	0.06%				199,586	0.22%	0.09%				0	0.00%	0.00%				339,163	0.15%		
 		032	Fluvanna County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				48,474	0.07%	0.02%				48,474	0.02%		
 		032	Fluvanna County	6	Rural Minor Arterial			              	0	0.00%	0.00%				157,552	0.17%	0.07%				0	0.00%	0.00%				157,552	0.07%		
 		032	Fluvanna County	7	Rural Major Collector			              	88,483	0.14%	0.04%				82,111	0.09%	0.04%				0	0.00%	0.00%				170,594	0.08%		
 		032	Fluvanna County	8	Rural Minor Collector			              	13,158	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				13,158	0.01%		
 		032	Fluvanna County	9	Rural Local System			              	84,207	0.13%	0.04%				0	0.00%	0.00%				0	0.00%	0.00%				84,207	0.04%		
 		032	Fluvanna County Total:						185,848	0.29%	0.08%				239,663	0.26%	0.11%				48,474	0.07%	0.02%				473,985	0.21%		
 		033	Franklin County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				503,497	0.55%	0.23%				0	0.00%	0.00%				503,497	0.23%		
 		033	Franklin County	6	Rural Minor Arterial			              	0	0.00%	0.00%				282,274	0.31%	0.13%				0	0.00%	0.00%				282,274	0.13%		
 		033	Franklin County	7	Rural Major Collector			              	310,295	0.49%	0.14%				84,348	0.09%	0.04%				0	0.00%	0.00%				394,642	0.18%		
 		033	Franklin County	8	Rural Minor Collector			              	51,534	0.08%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				51,534	0.02%		
 		033	Franklin County	9	Rural Local System			              	262,823	0.42%	0.12%				561	0.00%	0.00%				0	0.00%	0.00%				263,384	0.12%		
 		033	Franklin County Total:						624,651	0.99%	0.28%				870,680	0.95%	0.39%				0	0.00%	0.00%				1,495,331	0.68%		
 		034	Frederick County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				554,614	0.84%	0.25%				554,614	0.25%		
 		034	Frederick County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				292,797	0.32%	0.13%				0	0.00%	0.00%				292,797	0.13%		
 		034	Frederick County	6	Rural Minor Arterial			              	0	0.00%	0.00%				248,863	0.27%	0.11%				0	0.00%	0.00%				248,863	0.11%		
 		034	Frederick County	7	Rural Major Collector			              	103,111	0.16%	0.05%				77,959	0.08%	0.04%				0	0.00%	0.00%				181,070	0.08%		
 		034	Frederick County	8	Rural Minor Collector			              	54,148	0.09%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				54,148	0.02%		
 		034	Frederick County	9	Rural Local System			              	164,188	0.26%	0.07%				6,533	0.01%	0.00%				0	0.00%	0.00%				170,721	0.08%		
 		034	Frederick County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				572,458	0.87%	0.26%				572,458	0.26%		
 		034	Frederick County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				234,156	0.25%	0.11%				0	0.00%	0.00%				234,156	0.11%		
 		034	Frederick County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				246,968	0.27%	0.11%				0	0.00%	0.00%				246,968	0.11%		
 		034	Frederick County	16	Urban Minor Arterial			              	21,987	0.03%	0.01%				143,959	0.16%	0.07%				0	0.00%	0.00%				165,946	0.08%		
 		034	Frederick County	17	Urban Collector			              	162,244	0.26%	0.07%				0	0.00%	0.00%				0	0.00%	0.00%				162,244	0.07%		
 		034	Frederick County	19	Urban Local System			              	94,081	0.15%	0.04%				158	0.00%	0.00%				0	0.00%	0.00%				94,239	0.04%		
 		034	Frederick County Total:						599,759	0.95%	0.27%				1,251,393	1.36%	0.57%				1,127,072	1.71%	0.51%				2,978,225	1.35%		
 		035	Giles County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				333,852	0.36%	0.15%				0	0.00%	0.00%				333,852	0.15%		
 		035	Giles County	6	Rural Minor Arterial			              	0	0.00%	0.00%				59,047	0.06%	0.03%				0	0.00%	0.00%				59,047	0.03%		
 		035	Giles County	7	Rural Major Collector			              	24,459	0.04%	0.01%				57,552	0.06%	0.03%				0	0.00%	0.00%				82,011	0.04%		
 		035	Giles County	8	Rural Minor Collector			              	4,243	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				4,243	0.00%		
 		035	Giles County	9	Rural Local System			              	58,651	0.09%	0.03%				32	0.00%	0.00%				0	0.00%	0.00%				58,683	0.03%		
 		035	Giles County Total:						87,353	0.14%	0.04%				450,482	0.49%	0.20%				0	0.00%	0.00%				537,836	0.24%		
 		036	Gloucester County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				309,151	0.34%	0.14%				0	0.00%	0.00%				309,151	0.14%		
 		036	Gloucester County	6	Rural Minor Arterial			              	0	0.00%	0.00%				159,221	0.17%	0.07%				0	0.00%	0.00%				159,221	0.07%		
 		036	Gloucester County	7	Rural Major Collector			              	107,713	0.17%	0.05%				10,957	0.01%	0.00%				0	0.00%	0.00%				118,670	0.05%		
 		036	Gloucester County	8	Rural Minor Collector			              	23,244	0.04%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				23,244	0.01%		
 		036	Gloucester County	9	Rural Local System			              	82,712	0.13%	0.04%				97	0.00%	0.00%				0	0.00%	0.00%				82,809	0.04%		
 		036	Gloucester County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				243,830	0.27%	0.11%				0	0.00%	0.00%				243,830	0.11%		
 		036	Gloucester County	17	Urban Collector			              	19,230	0.03%	0.01%				28,307	0.03%	0.01%				0	0.00%	0.00%				47,537	0.02%		
 		036	Gloucester County	19	Urban Local System			              	19,266	0.03%	0.01%				68	0.00%	0.00%				0	0.00%	0.00%				19,334	0.01%		
 		036	Gloucester County Total:						252,165	0.40%	0.11%				751,632	0.82%	0.34%				0	0.00%	0.00%				1,003,797	0.45%		
 		037	Goochland County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				809,184	1.22%	0.37%				809,184	0.37%		
 		037	Goochland County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				274,785	0.30%	0.12%				0	0.00%	0.00%				274,785	0.12%		
 		037	Goochland County	6	Rural Minor Arterial			              	0	0.00%	0.00%				64,337	0.07%	0.03%				0	0.00%	0.00%				64,337	0.03%		
 		037	Goochland County	7	Rural Major Collector			              	118,949	0.19%	0.05%				237,447	0.26%	0.11%				0	0.00%	0.00%				356,396	0.16%		
 		037	Goochland County	8	Rural Minor Collector			              	41,015	0.06%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				41,015	0.02%		
 		037	Goochland County	9	Rural Local System			              	91,653	0.15%	0.04%				1,585	0.00%	0.00%				0	0.00%	0.00%				93,238	0.04%		
 		037	Goochland County	19	Urban Local System			              	686	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				686	0.00%		
 		037	Goochland County Total:						252,303	0.40%	0.11%				578,154	0.63%	0.26%				809,184	1.22%	0.37%				1,639,641	0.74%		
 		038	Grayson County	6	Rural Minor Arterial			              	0	0.00%	0.00%				171,679	0.19%	0.08%				0	0.00%	0.00%				171,679	0.08%		
 		038	Grayson County	7	Rural Major Collector			              	42,703	0.07%	0.02%				14,423	0.02%	0.01%				0	0.00%	0.00%				57,126	0.03%		
 		038	Grayson County	8	Rural Minor Collector			              	5,820	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				5,820	0.00%		
 		038	Grayson County	9	Rural Local System			              	55,593	0.09%	0.03%				900	0.00%	0.00%				0	0.00%	0.00%				56,493	0.03%		
 		038	Grayson County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				5,255	0.01%	0.00%				0	0.00%	0.00%				5,255	0.00%		
 		038	Grayson County	19	Urban Local System			              	31	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				31	0.00%		
 		038	Grayson County Total:						104,147	0.16%	0.05%				192,257	0.21%	0.09%				0	0.00%	0.00%				296,404	0.13%		
 		039	Greene County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				267,208	0.29%	0.12%				0	0.00%	0.00%				267,208	0.12%		
 		039	Greene County	6	Rural Minor Arterial			              	0	0.00%	0.00%				39,550	0.04%	0.02%				0	0.00%	0.00%				39,550	0.02%		
 		039	Greene County	7	Rural Major Collector			              	48,790	0.08%	0.02%				0	0.00%	0.00%				0	0.00%	0.00%				48,790	0.02%		
 		039	Greene County	8	Rural Minor Collector			              	14,456	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				14,456	0.01%		
 		039	Greene County	9	Rural Local System			              	57,890	0.09%	0.03%				101	0.00%	0.00%				0	0.00%	0.00%				57,991	0.03%		
 		039	Greene County Total:						121,136	0.19%	0.05%				306,859	0.33%	0.14%				0	0.00%	0.00%				427,995	0.19%		
 		040	Greensville County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				404,668	0.61%	0.18%				404,668	0.18%		
 		040	Greensville County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				79,060	0.09%	0.04%				0	0.00%	0.00%				79,060	0.04%		
 		040	Greensville County	7	Rural Major Collector			              	48,603	0.08%	0.02%				13,964	0.02%	0.01%				0	0.00%	0.00%				62,567	0.03%		
 		040	Greensville County	8	Rural Minor Collector			              	11,951	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				11,951	0.01%		
 		040	Greensville County	9	Rural Local System			              	49,035	0.08%	0.02%				1,974	0.00%	0.00%				0	0.00%	0.00%				51,009	0.02%		
 		040	Greensville County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				161,744	0.24%	0.07%				161,744	0.07%		
 		040	Greensville County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				4,081	0.00%	0.00%				0	0.00%	0.00%				4,081	0.00%		
 		040	Greensville County	16	Urban Minor Arterial			              	2,801	0.00%	0.00%				25,511	0.03%	0.01%				0	0.00%	0.00%				28,312	0.01%		
 		040	Greensville County	17	Urban Collector			              	934	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				934	0.00%		
 		040	Greensville County Total:						113,325	0.18%	0.05%				124,590	0.14%	0.06%				566,411	0.86%	0.26%				804,326	0.36%		
 		041	Halifax County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				320,725	0.35%	0.14%				0	0.00%	0.00%				320,725	0.14%		
 		041	Halifax County	6	Rural Minor Arterial			              	0	0.00%	0.00%				167,890	0.18%	0.08%				0	0.00%	0.00%				167,890	0.08%		
 		041	Halifax County	7	Rural Major Collector			              	144,063	0.23%	0.07%				38,683	0.04%	0.02%				0	0.00%	0.00%				182,747	0.08%		
 		041	Halifax County	8	Rural Minor Collector			              	10,351	0.02%	0.00%				1,871	0.00%	0.00%				0	0.00%	0.00%				12,222	0.01%		
 		041	Halifax County	9	Rural Local System			              	97,396	0.15%	0.04%				11	0.00%	0.00%				0	0.00%	0.00%				97,407	0.04%		
 		041	Halifax County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				97,288	0.11%	0.04%				0	0.00%	0.00%				97,288	0.04%		
 		041	Halifax County	16	Urban Minor Arterial			              	22,577	0.04%	0.01%				68,607	0.07%	0.03%				0	0.00%	0.00%				91,184	0.04%		
 		041	Halifax County	17	Urban Collector			              	10,395	0.02%	0.00%				82	0.00%	0.00%				0	0.00%	0.00%				10,477	0.00%		
 		041	Halifax County	19	Urban Local System			              	26,241	0.04%	0.01%				7	0.00%	0.00%				0	0.00%	0.00%				26,248	0.01%		
 		041	Halifax County Total:						311,023	0.49%	0.14%				695,164	0.76%	0.31%				0	0.00%	0.00%				1,006,188	0.45%		
 		042	Hanover County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				1,180,093	1.79%	0.53%				1,180,093	0.53%		
 		042	Hanover County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				147,950	0.16%	0.07%				0	0.00%	0.00%				147,950	0.07%		
 		042	Hanover County	6	Rural Minor Arterial			              	0	0.00%	0.00%				245,702	0.27%	0.11%				0	0.00%	0.00%				245,702	0.11%		
 		042	Hanover County	7	Rural Major Collector			              	191,733	0.30%	0.09%				48,032	0.05%	0.02%				0	0.00%	0.00%				239,765	0.11%		
 		042	Hanover County	8	Rural Minor Collector			              	110,787	0.18%	0.05%				0	0.00%	0.00%				0	0.00%	0.00%				110,787	0.05%		
 		042	Hanover County	9	Rural Local System			              	205,103	0.32%	0.09%				4,338	0.00%	0.00%				0	0.00%	0.00%				209,441	0.09%		
 		042	Hanover County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				1,271,604	1.92%	0.57%				1,271,604	0.57%		
 		042	Hanover County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				26,147	0.03%	0.01%				0	0.00%	0.00%				26,147	0.01%		
 		042	Hanover County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				227,779	0.25%	0.10%				0	0.00%	0.00%				227,779	0.10%		
 		042	Hanover County	16	Urban Minor Arterial			              	56,247	0.09%	0.03%				194,709	0.21%	0.09%				0	0.00%	0.00%				250,956	0.11%		
 		042	Hanover County	17	Urban Collector			              	353,110	0.56%	0.16%				0	0.00%	0.00%				0	0.00%	0.00%				353,110	0.16%		
 		042	Hanover County	19	Urban Local System			              	136,811	0.22%	0.06%				334	0.00%	0.00%				0	0.00%	0.00%				137,145	0.06%		
 		042	Hanover County Total:						1,053,791	1.67%	0.48%				894,991	0.97%	0.40%				2,451,696	3.71%	1.11%				4,400,478	1.99%		
 		043	Henrico County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				123,979	0.19%	0.06%				123,979	0.06%		
 		043	Henrico County	6	Rural Minor Arterial			              	0	0.00%	0.00%				18,436	0.02%	0.01%				0	0.00%	0.00%				18,436	0.01%		
 		043	Henrico County	9	Rural Local System			              	34,924	0.06%	0.02%				449	0.00%	0.00%				0	0.00%	0.00%				35,372	0.02%		
 		043	Henrico County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				3,363,473	5.09%	1.52%				3,363,473	1.52%		
 		043	Henrico County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				109,219	0.12%	0.05%				0	0.00%	0.00%				109,219	0.05%		
 		043	Henrico County	14	Urban Principal Arterial - Other			              	671,014	1.06%	0.30%				645,312	0.70%	0.29%				0	0.00%	0.00%				1,316,326	0.60%		
 		043	Henrico County	16	Urban Minor Arterial			              	884,116	1.40%	0.40%				797,222	0.87%	0.36%				0	0.00%	0.00%				1,681,338	0.76%		
 		043	Henrico County	17	Urban Collector			              	370,149	0.59%	0.17%				56,809	0.06%	0.03%				0	0.00%	0.00%				426,958	0.19%		
 		043	Henrico County	19	Urban Local System			              	1,155,458	1.83%	0.52%				1,638	0.00%	0.00%				0	0.00%	0.00%				1,157,097	0.52%		
 		043	Henrico County Total:						3,115,661	4.93%	1.41%				1,629,085	1.77%	0.74%				3,487,452	5.28%	1.58%				8,232,198	3.72%		
 		044	Henry County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				151,240	0.16%	0.07%				0	0.00%	0.00%				151,240	0.07%		
 		044	Henry County	6	Rural Minor Arterial			              	0	0.00%	0.00%				133,963	0.15%	0.06%				0	0.00%	0.00%				133,963	0.06%		
 		044	Henry County	7	Rural Major Collector			              	140,952	0.22%	0.06%				0	0.00%	0.00%				0	0.00%	0.00%				140,952	0.06%		
 		044	Henry County	8	Rural Minor Collector			              	15,420	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				15,420	0.01%		
 		044	Henry County	9	Rural Local System			              	115,037	0.18%	0.05%				536	0.00%	0.00%				0	0.00%	0.00%				115,573	0.05%		
 		044	Henry County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				225,838	0.25%	0.10%				0	0.00%	0.00%				225,838	0.10%		
 		044	Henry County	14	Urban Principal Arterial - Other			              	5,247	0.01%	0.00%				315,446	0.34%	0.14%				0	0.00%	0.00%				320,693	0.14%		
 		044	Henry County	16	Urban Minor Arterial			              	51,070	0.08%	0.02%				149,787	0.16%	0.07%				0	0.00%	0.00%				200,856	0.09%		
 		044	Henry County	17	Urban Collector			              	55,352	0.09%	0.03%				30,040	0.03%	0.01%				0	0.00%	0.00%				85,391	0.04%		
 		044	Henry County	19	Urban Local System			              	57,766	0.09%	0.03%				120	0.00%	0.00%				0	0.00%	0.00%				57,886	0.03%		
 		044	Henry County Total:						440,843	0.70%	0.20%				1,006,968	1.09%	0.46%				0	0.00%	0.00%				1,447,811	0.65%		
 		045	Highland County	6	Rural Minor Arterial			              	0	0.00%	0.00%				41,593	0.05%	0.02%				0	0.00%	0.00%				41,593	0.02%		
 		045	Highland County	7	Rural Major Collector			              	6,791	0.01%	0.00%				4,437	0.00%	0.00%				0	0.00%	0.00%				11,228	0.01%		
 		045	Highland County	8	Rural Minor Collector			              	565	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				565	0.00%		
 		045	Highland County	9	Rural Local System			              	15,112	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				15,112	0.01%		
 		045	Highland County Total:						22,468	0.04%	0.01%				46,030	0.05%	0.02%				0	0.00%	0.00%				68,498	0.03%		
 		046	Isle of Wight County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				135,703	0.15%	0.06%				0	0.00%	0.00%				135,703	0.06%		
 		046	Isle of Wight County	6	Rural Minor Arterial			              	0	0.00%	0.00%				183,918	0.20%	0.08%				0	0.00%	0.00%				183,918	0.08%		
 		046	Isle of Wight County	7	Rural Major Collector			              	57,305	0.09%	0.03%				6,015	0.01%	0.00%				0	0.00%	0.00%				63,321	0.03%		
 		046	Isle of Wight County	8	Rural Minor Collector			              	15,716	0.02%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				15,716	0.01%		
 		046	Isle of Wight County	9	Rural Local System			              	131,203	0.21%	0.06%				2,194	0.00%	0.00%				0	0.00%	0.00%				133,398	0.06%		
 		046	Isle of Wight County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				461,993	0.50%	0.21%				0	0.00%	0.00%				461,993	0.21%		
 		046	Isle of Wight County	16	Urban Minor Arterial			              	0	0.00%	0.00%				33,679	0.04%	0.02%				0	0.00%	0.00%				33,679	0.02%		
 		046	Isle of Wight County	17	Urban Collector			              	78,739	0.12%	0.04%				9,183	0.01%	0.00%				0	0.00%	0.00%				87,922	0.04%		
 		046	Isle of Wight County	19	Urban Local System			              	70,972	0.11%	0.03%				810	0.00%	0.00%				0	0.00%	0.00%				71,782	0.03%		
 		046	Isle of Wight County Total:						353,936	0.56%	0.16%				833,495	0.91%	0.38%				0	0.00%	0.00%				1,187,431	0.54%		
 		047	James City County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				508,781	0.77%	0.23%				508,781	0.23%		
 		047	James City County	6	Rural Minor Arterial			              	0	0.00%	0.00%				119,944	0.13%	0.05%				0	0.00%	0.00%				119,944	0.05%		
 		047	James City County	7	Rural Major Collector			              	13,420	0.02%	0.01%				28,316	0.03%	0.01%				0	0.00%	0.00%				41,736	0.02%		
 		047	James City County	8	Rural Minor Collector			              	18,962	0.03%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				18,962	0.01%		
