1,Southwestern Region,128,City of Roanoke,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,347,0.01%,0.00%,409.65,4.01%,0.55%,3,620,0.02%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,5,967,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,300,0.00%,0.00%,409.65,4.01%,0.55%,645,0.00%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,945,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,891,0.00%,0.00%,409.65,4.01%,0.55%,2,160,0.01%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,3,051,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,881,0.01%,0.00%,409.65,4.01%,0.55%,7,639,0.04%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,9,521,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,114,0.00%,0.00%,409.65,4.01%,0.55%,160,0.00%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,274,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,0.00%,409.65,4.01%,0.55%,262,0.00%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,266,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,0.00%,409.65,4.01%,0.55%,28,0.00%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,30,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke,,,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,409.65,4.01%,0.55%,2,0.00%,0.00%,44.68,3.59%,0.06%,,,,,,,,,,,,,2,0.00%,454.33,0.61%
1,Southwestern Region,128,City of Roanoke Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,085,3.76%,0.33%,409.65,4.01%,0.55%,696,130,3.23%,0.31%,44.68,3.59%,0.06%,,,,,,,,,,,,,1,448,215,0.64%,454.33,0.61%
1,Southwestern Region,157,Town of Rocky Mount,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,115,0.00%,0.00%,33.09,0.32%,0.04%,247,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,362,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,31,363,0.16%,0.01%,33.09,0.32%,0.04%,56,731,0.26%,0.03%,6.89,0.55%,0.01%,,,,,,,,,,,,,88,093,0.04%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,2,939,0.01%,0.00%,33.09,0.32%,0.04%,12,978,0.06%,0.01%,6.89,0.55%,0.01%,,,,,,,,,,,,,15,917,0.01%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,41,0.00%,0.00%,33.09,0.32%,0.04%,486,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,528,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,112,0.00%,0.00%,33.09,0.32%,0.04%,795,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,907,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,83,0.00%,0.00%,33.09,0.32%,0.04%,562,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,645,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,19,0.00%,0.00%,33.09,0.32%,0.04%,120,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,139,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,95,0.00%,0.00%,33.09,0.32%,0.04%,234,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,329,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,92,0.00%,0.00%,33.09,0.32%,0.04%,945,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,1,037,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,0.00%,33.09,0.32%,0.04%,13,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,18,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,33.09,0.32%,0.04%,0,0.00%,0.00%,6.89,0.55%,0.01%,,,,,,,,,,,,,1,0.00%,39.98,0.05%
1,Southwestern Region,157,Town of Rocky Mount Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,865,0.17%,0.02%,33.09,0.32%,0.04%,73,111,0.34%,0.03%,6.89,0.55%,0.01%,,,,,,,,,,,,,107,975,0.05%,39.98,0.05%
1,Southwestern Region,129,City of Salem,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,337,0.00%,0.00%,117.58,1.15%,0.16%,941,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,1,279,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,154,488,0.77%,0.07%,117.58,1.15%,0.16%,222,282,1.03%,0.10%,16.97,1.36%,0.02%,,,,,,,,,,,,,376,770,0.17%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,10,653,0.05%,0.00%,117.58,1.15%,0.16%,41,027,0.19%,0.02%,16.97,1.36%,0.02%,,,,,,,,,,,,,51,680,0.02%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,193,0.00%,0.00%,117.58,1.15%,0.16%,1,016,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,1,210,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,663,0.00%,0.00%,117.58,1.15%,0.16%,2,753,0.01%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,3,416,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,209,0.00%,0.00%,117.58,1.15%,0.16%,1,520,0.01%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,1,730,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,41,0.00%,0.00%,117.58,1.15%,0.16%,328,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,369,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,110,0.00%,0.00%,117.58,1.15%,0.16%,695,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,804,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,201,0.00%,0.00%,117.58,1.15%,0.16%,1,816,0.01%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,2,017,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,0.00%,117.58,1.15%,0.16%,47,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,50,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,117.58,1.15%,0.16%,15,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,16,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,117.58,1.15%,0.16%,41,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,41,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem,,,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,117.58,1.15%,0.16%,0,0.00%,0.00%,16.97,1.36%,0.02%,,,,,,,,,,,,,0,0.00%,134.55,0.18%
1,Southwestern Region,129,City of Salem Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,898,0.83%,0.07%,117.58,1.15%,0.16%,272,484,1.26%,0.12%,16.97,1.36%,0.02%,,,,,,,,,,,,,439,382,0.20%,134.55,0.18%
1,Southwestern Region,295,Town of Saltville,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,44,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,44,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,20,019,0.10%,0.01%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,20,019,0.01%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,1,645,0.01%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,1,645,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,48,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,48,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,52,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,52,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,13,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,3,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,16,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,16,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,144,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,144,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00%,0.00%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,7,0.00%,16.79,0.02%
1,Southwestern Region,295,Town of Saltville Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,990,0.11%,0.01%,16.79,0.16%,0.02%,,,,,,,,,,,,,,,,,,,21,990,0.01%,16.79,0.02%
1,Southwestern Region,130,Town of South Boston,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,81,0.00%,0.00%,54.89,0.54%,0.07%,329,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,410,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,32,297,0.16%,0.01%,54.89,0.54%,0.07%,74,721,0.35%,0.03%,9.92,0.80%,0.01%,,,,,,,,,,,,,107,018,0.05%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,3,712,0.02%,0.00%,54.89,0.54%,0.07%,18,961,0.09%,0.01%,9.92,0.80%,0.01%,,,,,,,,,,,,,22,673,0.01%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,158,0.00%,0.00%,54.89,0.54%,0.07%,495,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,653,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,159,0.00%,0.00%,54.89,0.54%,0.07%,607,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,766,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,104,0.00%,0.00%,54.89,0.54%,0.07%,321,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,424,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,0.00%,54.89,0.54%,0.07%,29,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,43,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,59,0.00%,0.00%,54.89,0.54%,0.07%,239,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,298,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,332,0.00%,0.00%,54.89,0.54%,0.07%,2,206,0.01%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,2,538,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,0.00%,54.89,0.54%,0.07%,57,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,63,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,54.89,0.54%,0.07%,105,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,105,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,54.89,0.54%,0.07%,18,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,18,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston,,,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,54.89,0.54%,0.07%,1,0.00%,0.00%,9.92,0.80%,0.01%,,,,,,,,,,,,,1,0.00%,64.81,0.09%
1,Southwestern Region,130,Town of South Boston Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,922,0.18%,0.02%,54.89,0.54%,0.07%,98,089,0.45%,0.04%,9.92,0.80%,0.01%,,,,,,,,,,,,,135,011,0.06%,64.81,0.09%
1,Southwestern Region,158,Town of Tazewell,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,0.00%,15.94,0.16%,0.02%,140,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,145,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,511,0.03%,0.00%,15.94,0.16%,0.02%,41,465,0.19%,0.02%,10.83,0.87%,0.01%,,,,,,,,,,,,,47,976,0.02%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,313,0.00%,0.00%,15.94,0.16%,0.02%,11,187,0.05%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,11,500,0.01%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,40,0.00%,0.00%,15.94,0.16%,0.02%,195,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,235,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,0.00%,15.94,0.16%,0.02%,318,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,331,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,0.00%,15.94,0.16%,0.02%,138,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,142,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,0.00%,15.94,0.16%,0.02%,28,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,30,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,0.00%,15.94,0.16%,0.02%,101,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,105,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,15.94,0.16%,0.02%,207,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,208,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,15.94,0.16%,0.02%,16,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,16,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,15.94,0.16%,0.02%,1,0.00%,0.00%,10.83,0.87%,0.01%,,,,,,,,,,,,,1,0.00%,26.77,0.04%
1,Southwestern Region,158,Town of Tazewell Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,893,0.03%,0.00%,15.94,0.16%,0.02%,53,796,0.25%,0.02%,10.83,0.87%,0.01%,,,,,,,,,,,,,60,689,0.03%,26.77,0.04%
1,Southwestern Region,149,Town of Vinton,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,48,0.00%,0.00%,37.84,0.37%,0.05%,224,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,272,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,78,427,0.39%,0.03%,37.84,0.37%,0.05%,41,126,0.19%,0.02%,2.23,0.18%,0.00%,,,,,,,,,,,,,119,553,0.05%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,9,070,0.05%,0.00%,37.84,0.37%,0.05%,8,843,0.04%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,17,914,0.01%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,138,0.00%,0.00%,37.84,0.37%,0.05%,162,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,300,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,541,0.00%,0.00%,37.84,0.37%,0.05%,451,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,992,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,142,0.00%,0.00%,37.84,0.37%,0.05%,330,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,472,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,16,0.00%,0.00%,37.84,0.37%,0.05%,19,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,35,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,70,0.00%,0.00%,37.84,0.37%,0.05%,128,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,198,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,133,0.00%,0.00%,37.84,0.37%,0.05%,441,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,574,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,0.00%,37.84,0.37%,0.05%,8,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,13,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,37.84,0.37%,0.05%,0,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,0,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,37.84,0.37%,0.05%,0,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,0,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton,,,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,37.84,0.37%,0.05%,0,0.00%,0.00%,2.23,0.18%,0.00%,,,,,,,,,,,,,0,0.00%,40.07,0.05%
1,Southwestern Region,149,Town of Vinton Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,589,0.44%,0.04%,37.84,0.37%,0.05%,51,733,0.24%,0.02%,2.23,0.18%,0.00%,,,,,,,,,,,,,140,322,0.06%,40.07,0.05%
1,Southwestern Region,329,Town of Wise,,,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,98,0.00%,0.00%,14.63,0.14%,0.02%,114,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,212,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,24,457,0.12%,0.01%,14.63,0.14%,0.02%,18,758,0.09%,0.01%,2.10,0.17%,0.00%,,,,,,,,,,,,,43,215,0.02%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,6,414,0.03%,0.00%,14.63,0.14%,0.02%,4,608,0.02%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,11,022,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,204,0.00%,0.00%,14.63,0.14%,0.02%,105,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,309,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,155,0.00%,0.00%,14.63,0.14%,0.02%,174,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,328,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,100,0.00%,0.00%,14.63,0.14%,0.02%,65,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,165,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,0.00%,14.63,0.14%,0.02%,29,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,41,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,41,0.00%,0.00%,14.63,0.14%,0.02%,49,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,89,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,104,0.00%,0.00%,14.63,0.14%,0.02%,66,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,170,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,55,0.00%,0.00%,14.63,0.14%,0.02%,15,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,70,0.00%,16.73,0.02%
1,Southwestern Region,329,Town of Wise,,,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,14.63,0.14%,0.02%,0,0.00%,0.00%,2.10,0.17%,0.00%,,,,,,,,,,,,,0,0.00%,16.73,0.02%
