ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	(Wide)	ReportID:	2210	DataYear:	2008	Prepared	7/14/2009
1	Southwestern Region	083	Russell County	19	Urban Local System			              	98	0.00%	0.00%	0.20	0.00%	0.00%																																											98	0.00%	0.20	0.00%
1	Southwestern Region	083	Russell County Total:						186,383	0.45%	0.08%	591.97	1.22%	0.80%	619,428	0.90%	0.28%	106.29	1.28%	0.14%																																					805,811	0.36%	698.26	0.94%
1	Southwestern Region	084	Scott County	2	Rural Principal Arterial - Other			              							236,689	0.35%	0.11%	18.28	0.22%	0.02%																																					236,689	0.11%	18.28	0.02%
1	Southwestern Region	084	Scott County	6	Rural Minor Arterial			              							95,923	0.14%	0.04%	38.19	0.46%	0.05%																																					95,923	0.04%	38.19	0.05%
1	Southwestern Region	084	Scott County	7	Rural Major Collector			              	61,521	0.15%	0.03%	86.80	0.18%	0.12%	55,544	0.08%	0.02%	44.76	0.54%	0.06%																																					117,065	0.05%	131.56	0.18%
1	Southwestern Region	084	Scott County	8	Rural Minor Collector			              	9,955	0.02%	0.00%	28.87	0.06%	0.04%																																											9,955	0.00%	28.87	0.04%
1	Southwestern Region	084	Scott County	9	Rural Local System			              	103,953	0.25%	0.05%	544.97	1.12%	0.74%	1,512	0.00%	0.00%	6.08	0.07%	0.01%																																					105,465	0.05%	551.05	0.75%
1	Southwestern Region	084	Scott County	12	Urban Principal Arterial - Other Freeways or Expressways			              							32,185	0.05%	0.01%	2.73	0.03%	0.00%																																					32,185	0.01%	2.73	0.00%
1	Southwestern Region	084	Scott County	14	Urban Principal Arterial - Other			              							115,002	0.17%	0.05%	5.04	0.06%	0.01%																																					115,002	0.05%	5.04	0.01%
1	Southwestern Region	084	Scott County	16	Urban Minor Arterial			              							43,117	0.06%	0.02%	6.70	0.08%	0.01%																																					43,117	0.02%	6.70	0.01%
1	Southwestern Region	084	Scott County	17	Urban Collector			              	19,776	0.05%	0.01%	6.04	0.01%	0.01%																																											19,776	0.01%	6.04	0.01%
1	Southwestern Region	084	Scott County	19	Urban Local System			              	10,916	0.03%	0.00%	34.30	0.07%	0.05%																																											10,916	0.00%	34.30	0.05%
1	Southwestern Region	084	Scott County Total:						206,121	0.49%	0.09%	700.98	1.45%	0.95%	579,972	0.85%	0.26%	121.78	1.46%	0.16%																																					786,093	0.35%	822.76	1.11%
1	Southwestern Region	086	Smyth County	1	Rural Principal Arterial - Interstate			              													571,022	0.88%	0.25%	22.19	1.98%	0.03%																															571,022	0.25%	22.19	0.03%
1	Southwestern Region	086	Smyth County	6	Rural Minor Arterial			              							34,341	0.05%	0.02%	15.11	0.18%	0.02%																																					34,341	0.02%	15.11	0.02%
1	Southwestern Region	086	Smyth County	7	Rural Major Collector			              	83,933	0.20%	0.04%	74.72	0.15%	0.10%	149,422	0.22%	0.07%	65.76	0.79%	0.09%																																					233,355	0.10%	140.48	0.19%
1	Southwestern Region	086	Smyth County	8	Rural Minor Collector			              	15,240	0.04%	0.01%	21.04	0.04%	0.03%																																											15,240	0.01%	21.04	0.03%
1	Southwestern Region	086	Smyth County	9	Rural Local System			              	125,042	0.30%	0.06%	346.25	0.71%	0.47%	1,648	0.00%	0.00%	5.87	0.07%	0.01%																																					126,689	0.06%	352.12	0.48%
1	Southwestern Region	086	Smyth County	11	Urban Principal Arterial - Interstate			              													30,930	0.05%	0.01%	1.17	0.10%	0.00%																															30,930	0.01%	1.17	0.00%
1	Southwestern Region	086	Smyth County	16	Urban Minor Arterial			              							26,733	0.04%	0.01%	4.87	0.06%	0.01%																																					26,733	0.01%	4.87	0.01%
1	Southwestern Region	086	Smyth County	17	Urban Collector			              	1,263	0.00%	0.00%	0.93	0.00%	0.00%																																											1,263	0.00%	0.93	0.00%
1	Southwestern Region	086	Smyth County	19	Urban Local System			              	2,504	0.01%	0.00%	5.08	0.01%	0.01%	2,248	0.00%	0.00%	2.40	0.03%	0.00%																																					4,752	0.00%	7.48	0.01%
1	Southwestern Region	086	Smyth County Total:						227,982	0.55%	0.10%	448.02	0.92%	0.61%	214,392	0.31%	0.10%	94.01	1.13%	0.13%	601,952	0.93%	0.27%	23.36	2.09%	0.03%																															1,044,326	0.46%	565.39	0.77%
1	Southwestern Region	092	Tazewell County	2	Rural Principal Arterial - Other			              							419,852	0.61%	0.19%	37.19	0.45%	0.05%																																					419,852	0.19%	37.19	0.05%
1	Southwestern Region	092	Tazewell County	6	Rural Minor Arterial			              							31,254	0.05%	0.01%	9.40	0.11%	0.01%																																					31,254	0.01%	9.40	0.01%
1	Southwestern Region	092	Tazewell County	7	Rural Major Collector			              	73,905	0.18%	0.03%	61.88	0.13%	0.08%	86,099	0.13%	0.04%	65.96	0.79%	0.09%																																					160,004	0.07%	127.84	0.17%
1	Southwestern Region	092	Tazewell County	8	Rural Minor Collector			              	7,852	0.02%	0.00%	19.92	0.04%	0.03%																																											7,852	0.00%	19.92	0.03%
1	Southwestern Region	092	Tazewell County	9	Rural Local System			              	113,153	0.27%	0.05%	369.49	0.76%	0.50%	555	0.00%	0.00%	1.81	0.02%	0.00%																																					113,708	0.05%	371.30	0.50%
1	Southwestern Region	092	Tazewell County	12	Urban Principal Arterial - Other Freeways or Expressways			              							44,836	0.07%	0.02%	3.77	0.05%	0.01%																																					44,836	0.02%	3.77	0.01%
1	Southwestern Region	092	Tazewell County	14	Urban Principal Arterial - Other			              							154,931	0.23%	0.07%	9.92	0.12%	0.01%																																					154,931	0.07%	9.92	0.01%
1	Southwestern Region	092	Tazewell County	16	Urban Minor Arterial			              							10,510	0.02%	0.00%	0.92	0.01%	0.00%																																					10,510	0.00%	0.92	0.00%
1	Southwestern Region	092	Tazewell County	17	Urban Collector			              	1,379	0.00%	0.00%	1.74	0.00%	0.00%	8,294	0.01%	0.00%	2.74	0.03%	0.00%																																					9,673	0.00%	4.48	0.01%
1	Southwestern Region	092	Tazewell County	19	Urban Local System			              	10,199	0.02%	0.00%	20.42	0.04%	0.03%	314	0.00%	0.00%	0.62	0.01%	0.00%																																					10,513	0.00%	21.04	0.03%
1	Southwestern Region	092	Tazewell County Total:						206,487	0.49%	0.09%	473.45	0.98%	0.64%	756,645	1.10%	0.34%	132.33	1.59%	0.18%																																					963,132	0.43%	605.78	0.82%
1	Southwestern Region	095	Washington County	1	Rural Principal Arterial - Interstate			              													689,158	1.06%	0.31%	21.11	1.89%	0.03%																															689,158	0.31%	21.11	0.03%
1	Southwestern Region	095	Washington County	2	Rural Principal Arterial - Other			              							138,063	0.20%	0.06%	8.87	0.11%	0.01%																																					138,063	0.06%	8.87	0.01%
1	Southwestern Region	095	Washington County	6	Rural Minor Arterial			              							88,962	0.13%	0.04%	30.98	0.37%	0.04%																																					88,962	0.04%	30.98	0.04%
1	Southwestern Region	095	Washington County	7	Rural Major Collector			              	102,042	0.24%	0.05%	105.64	0.22%	0.14%	126,396	0.18%	0.06%	52.69	0.63%	0.07%																																					228,438	0.10%	158.33	0.21%
1	Southwestern Region	095	Washington County	8	Rural Minor Collector			              	18,711	0.04%	0.01%	22.24	0.05%	0.03%																																											18,711	0.01%	22.24	0.03%
1	Southwestern Region	095	Washington County	9	Rural Local System			              	191,793	0.46%	0.09%	524.49	1.08%	0.71%	2,358	0.00%	0.00%	6.29	0.08%	0.01%																																					194,151	0.09%	530.78	0.72%
1	Southwestern Region	095	Washington County	11	Urban Principal Arterial - Interstate			              													594,063	0.91%	0.26%	14.58	1.30%	0.02%																															594,063	0.26%	14.58	0.02%
1	Southwestern Region	095	Washington County	12	Urban Principal Arterial - Other Freeways or Expressways			              							20,492	0.03%	0.01%	1.20	0.01%	0.00%																																					20,492	0.01%	1.20	0.00%
1	Southwestern Region	095	Washington County	14	Urban Principal Arterial - Other			              							15,051	0.02%	0.01%	1.89	0.02%	0.00%																																					15,051	0.01%	1.89	0.00%
1	Southwestern Region	095	Washington County	16	Urban Minor Arterial			              	9,751	0.02%	0.00%	1.92	0.00%	0.00%	71,779	0.10%	0.03%	8.25	0.10%	0.01%																																					81,530	0.04%	10.17	0.01%
1	Southwestern Region	095	Washington County	17	Urban Collector			              	41,659	0.10%	0.02%	18.34	0.04%	0.02%	570	0.00%	0.00%	0.13	0.00%	0.00%																																					42,229	0.02%	18.47	0.02%
1	Southwestern Region	095	Washington County	19	Urban Local System			              	50,713	0.12%	0.02%	85.90	0.18%	0.12%	27,140	0.04%	0.01%	15.47	0.19%	0.02%																																					77,853	0.03%	101.37	0.14%
1	Southwestern Region	095	Washington County Total:						414,669	0.99%	0.18%	758.53	1.56%	1.03%	490,811	0.72%	0.22%	125.77	1.51%	0.17%	1,283,221	1.97%	0.57%	35.69	3.19%	0.05%																															2,188,701	0.97%	919.99	1.24%
1	Southwestern Region	097	Wise County	2	Rural Principal Arterial - Other			              							466,246	0.68%	0.21%	43.70	0.53%	0.06%																																					466,246	0.21%	43.70	0.06%
1	Southwestern Region	097	Wise County	6	Rural Minor Arterial			              							29,813	0.04%	0.01%	6.29	0.08%	0.01%																																					29,813	0.01%	6.29	0.01%
1	Southwestern Region	097	Wise County	7	Rural Major Collector			              	96,322	0.23%	0.04%	73.74	0.15%	0.10%	165,267	0.24%	0.07%	45.80	0.55%	0.06%																																					261,589	0.12%	119.54	0.16%
1	Southwestern Region	097	Wise County	8	Rural Minor Collector			              	18,271	0.04%	0.01%	14.52	0.03%	0.02%																																											18,271	0.01%	14.52	0.02%
1	Southwestern Region	097	Wise County	9	Rural Local System			              	154,715	0.37%	0.07%	292.37	0.60%	0.40%	4,223	0.01%	0.00%	3.02	0.04%	0.00%																																					158,938	0.07%	295.39	0.40%
1	Southwestern Region	097	Wise County	12	Urban Principal Arterial - Other Freeways or Expressways			              							86,211	0.13%	0.04%	5.03	0.06%	0.01%																																					86,211	0.04%	5.03	0.01%
1	Southwestern Region	097	Wise County	14	Urban Principal Arterial - Other			              							58,605	0.09%	0.03%	3.84	0.05%	0.01%																																					58,605	0.03%	3.84	0.01%
1	Southwestern Region	097	Wise County	16	Urban Minor Arterial			              	12,194	0.03%	0.01%	2.13	0.00%	0.00%	39,713	0.06%	0.02%	5.27	0.06%	0.01%																																					51,907	0.02%	7.40	0.01%
1	Southwestern Region	097	Wise County	17	Urban Collector			              	11,721	0.03%	0.01%	4.37	0.01%	0.01%	4,892	0.01%	0.00%	3.32	0.04%	0.00%																																					16,613	0.01%	7.69	0.01%
1	Southwestern Region	097	Wise County	19	Urban Local System			              	5,366	0.01%	0.00%	13.78	0.03%	0.02%	3,915	0.01%	0.00%	1.61	0.02%	0.00%																																					9,281	0.00%	15.39	0.02%
1	Southwestern Region	097	Wise County Total:						298,590	0.71%	0.13%	400.91	0.83%	0.54%	858,886	1.25%	0.38%	117.88	1.42%	0.16%																																					1,157,475	0.51%	518.79	0.70%
1	Southwestern Region	098	Wythe County	1	Rural Principal Arterial - Interstate			              													1,154,422	1.77%	0.51%	37.44	3.35%	0.05%																															1,154,422	0.51%	37.44	0.05%
1	Southwestern Region	098	Wythe County	6	Rural Minor Arterial			              							50,524	0.07%	0.02%	16.90	0.20%	0.02%																																					50,524	0.02%	16.90	0.02%
1	Southwestern Region	098	Wythe County	7	Rural Major Collector			              	67,259	0.16%	0.03%	81.91	0.17%	0.11%	137,903	0.20%	0.06%	51.56	0.62%	0.07%																																					205,162	0.09%	133.47	0.18%
1	Southwestern Region	098	Wythe County	8	Rural Minor Collector			              	2,857	0.01%	0.00%	6.62	0.01%	0.01%																																											2,857	0.00%	6.62	0.01%
1	Southwestern Region	098	Wythe County	9	Rural Local System			              	97,691	0.23%	0.04%	367.02	0.76%	0.50%	85,633	0.12%	0.04%	25.38	0.30%	0.03%																																					183,324	0.08%	392.40	0.53%
1	Southwestern Region	098	Wythe County	11	Urban Principal Arterial - Interstate			              													220,433	0.34%	0.10%	6.90	0.62%	0.01%																															220,433	0.10%	6.90	0.01%
1	Southwestern Region	098	Wythe County	14	Urban Principal Arterial - Other			              							2,091	0.00%	0.00%	0.20	0.00%	0.00%																																					2,091	0.00%	0.20	0.00%
1	Southwestern Region	098	Wythe County	16	Urban Minor Arterial			              							521	0.00%	0.00%	0.19	0.00%	0.00%																																					521	0.00%	0.19	0.00%
1	Southwestern Region	098	Wythe County	17	Urban Collector			              							1,215	0.00%	0.00%	0.77	0.01%	0.00%																																					1,215	0.00%	0.77	0.00%
1	Southwestern Region	098	Wythe County	19	Urban Local System			              	2,131	0.01%	0.00%	5.83	0.01%	0.01%	5,344	0.01%	0.00%	3.56	0.04%	0.00%																																					7,475	0.00%	9.39	0.01%
1	Southwestern Region	098	Wythe County Total:						169,938	0.41%	0.08%	461.38	0.95%	0.62%	283,231	0.41%	0.13%	98.56	1.18%	0.13%	1,374,854	2.11%	0.61%	44.34	3.96%	0.06%																															1,828,023	0.81%	604.28	0.82%
1	Southwestern Region	140	Town of Abingdon	14	Urban Principal Arterial - Other			              																															40,259	0.19%	0.02%	1.94	0.16%	0.00%													40,259	0.02%	1.94	0.00%
1	Southwestern Region	140	Town of Abingdon	16	Urban Minor Arterial			              																															72,860	0.34%	0.03%	5.86	0.47%	0.01%													72,860	0.03%	5.86	0.01%
1	Southwestern Region	140	Town of Abingdon	17	Urban Collector			              																									17,459	0.09%	0.01%	3.32	0.03%	0.00%	8,418	0.04%	0.00%	0.98	0.08%	0.00%													25,876	0.01%	4.30	0.01%
1	Southwestern Region	140	Town of Abingdon	19	Urban Local System			              																									27,436	0.14%	0.01%	42.69	0.42%	0.06%																			27,436	0.01%	42.69	0.06%
1	Southwestern Region	140	Town of Abingdon Total:																														44,895	0.22%	0.02%	46.01	0.45%	0.06%	121,536	0.56%	0.05%	8.78	0.70%	0.01%													166,430	0.07%	54.79	0.07%
1	Southwestern Region	162	Town of Altavista	7	Rural Major Collector			              																									11,338	0.06%	0.01%	2.38	0.02%	0.00%																			11,338	0.01%	2.38	0.00%
1	Southwestern Region	162	Town of Altavista	8	Rural Minor Collector			              																									8,665	0.04%	0.00%	4.68	0.05%	0.01%																			8,665	0.00%	4.68	0.01%
1	Southwestern Region	162	Town of Altavista	9	Rural Local System			              																									4,369	0.02%	0.00%	19.00	0.19%	0.03%																			4,369	0.00%	19.00	0.03%
1	Southwestern Region	162	Town of Altavista Total:																														24,372	0.12%	0.01%	26.06	0.26%	0.04%																			24,372	0.01%	26.06	0.04%
1	Southwestern Region	141	City of Bedford	14	Urban Principal Arterial - Other			              																															63,314	0.29%	0.03%	8.49	0.68%	0.01%													63,314	0.03%	8.49	0.01%
1	Southwestern Region	141	City of Bedford	16	Urban Minor Arterial			              																															4,380	0.02%	0.00%	1.56	0.13%	0.00%													4,380	0.00%	1.56	0.00%
1	Southwestern Region	141	City of Bedford	17	Urban Collector			              																									12,925	0.06%	0.01%	6.99	0.07%	0.01%	2,105	0.01%	0.00%	1.35	0.11%	0.00%													15,030	0.01%	8.34	0.01%
1	Southwestern Region	141	City of Bedford	19	Urban Local System			              																									11,376	0.06%	0.01%	24.46	0.24%	0.03%																			11,376	0.01%	24.46	0.03%
1	Southwestern Region	141	City of Bedford Total:																														24,302	0.12%	0.01%	31.45	0.31%	0.04%	69,798	0.32%	0.03%	11.40	0.91%	0.02%													94,100	0.04%	42.85	0.06%
1	Southwestern Region	101	Town of Big Stone Gap	16	Urban Minor Arterial			              																									18,259	0.09%	0.01%	2.71	0.03%	0.00%	29,264	0.14%	0.01%	3.62	0.29%	0.00%													47,523	0.02%	6.33	0.01%
1	Southwestern Region	101	Town of Big Stone Gap	17	Urban Collector			              																									2,912	0.01%	0.00%	1.30	0.01%	0.00%																			2,912	0.00%	1.30	0.00%
1	Southwestern Region	101	Town of Big Stone Gap	19	Urban Local System			              																									13,278	0.07%	0.01%	20.76	0.20%	0.03%																			13,278	0.01%	20.76	0.03%
1	Southwestern Region	101	Town of Big Stone Gap Total:																														34,449	0.17%	0.02%	24.77	0.24%	0.03%	29,264	0.14%	0.01%	3.62	0.29%	0.00%													63,714	0.03%	28.39	0.04%
1	Southwestern Region	150	Town of Blacksburg	16	Urban Minor Arterial			              																									75,204	0.38%	0.03%	6.87	0.07%	0.01%	136,271	0.63%	0.06%	7.82	0.63%	0.01%													211,476	0.09%	14.69	0.02%
1	Southwestern Region	150	Town of Blacksburg	17	Urban Collector			              																									22,592	0.11%	0.01%	8.62	0.08%	0.01%																			22,592	0.01%	8.62	0.01%
1	Southwestern Region	150	Town of Blacksburg	19	Urban Local System			              																									76,068	0.38%	0.03%	87.96	0.86%	0.12%																			76,068	0.03%	87.96	0.12%
1	Southwestern Region	150	Town of Blacksburg Total:																														173,865	0.87%	0.08%	103.45	1.01%	0.14%	136,271	0.63%	0.06%	7.82	0.63%	0.01%													310,136	0.14%	111.27	0.15%
1	Southwestern Region	143	Town of Bluefield	16	Urban Minor Arterial			              																									1,275	0.01%	0.00%	0.11	0.00%	0.00%	26,281	0.12%	0.01%	4.72	0.38%	0.01%													27,556	0.01%	4.83	0.01%
1	Southwestern Region	143	Town of Bluefield	17	Urban Collector			              																									12,017	0.06%	0.01%	5.12	0.05%	0.01%	14,238	0.07%	0.01%	1.26	0.10%	0.00%													26,255	0.01%	6.38	0.01%
1	Southwestern Region	143	Town of Bluefield	19	Urban Local System			              																									19,974	0.10%	0.01%	26.87	0.26%	0.04%																			19,974	0.01%	26.87	0.04%
1	Southwestern Region	143	Town of Bluefield Total:																														33,266	0.17%	0.01%	32.10	0.31%	0.04%	40,519	0.19%	0.02%	5.98	0.48%	0.01%													73,785	0.03%	38.08	0.05%
1	Southwestern Region	102	City of Bristol	14	Urban Principal Arterial - Other			              																															76,081	0.35%	0.03%	5.92	0.48%	0.01%													76,081	0.03%	5.92	0.01%
1	Southwestern Region	102	City of Bristol	16	Urban Minor Arterial			              																									60,746	0.30%	0.03%	8.32	0.08%	0.01%	57,047	0.26%	0.03%	6.03	0.48%	0.01%													117,793	0.05%	14.35	0.02%
1	Southwestern Region	102	City of Bristol	17	Urban Collector			              																									39,006	0.19%	0.02%	11.29	0.11%	0.02%																			39,006	0.02%	11.29	0.02%
1	Southwestern Region	102	City of Bristol	19	Urban Local System			              																									31,515	0.16%	0.01%	91.91	0.90%	0.12%																			31,515	0.01%	91.91	0.12%
1	Southwestern Region	102	City of Bristol Total:																														131,267	0.66%	0.06%	111.52	1.09%	0.15%	133,129	0.62%	0.06%	11.95	0.96%	0.02%													264,396	0.12%	123.47	0.17%
1	Southwestern Region	154	Town of Christiansburg	14	Urban Principal Arterial - Other			              																															53,592	0.25%	0.02%	4.54	0.36%	0.01%													53,592	0.02%	4.54	0.01%
1	Southwestern Region	154	Town of Christiansburg	16	Urban Minor Arterial			              																									10,890	0.05%	0.00%	1.58	0.02%	0.00%	96,057	0.45%	0.04%	7.72	0.62%	0.01%													106,946	0.05%	9.30	0.01%
1	Southwestern Region	154	Town of Christiansburg	17	Urban Collector			              																									18,592	0.09%	0.01%	4.43	0.04%	0.01%																			18,592	0.01%	4.43	0.01%
1	Southwestern Region	154	Town of Christiansburg	19	Urban Local System			              																									79,236	0.40%	0.04%	94.31	0.92%	0.13%																			79,236	0.04%	94.31	0.13%
1	Southwestern Region	154	Town of Christiansburg Total:																														108,718	0.54%	0.05%	100.32	0.98%	0.14%	149,649	0.69%	0.07%	12.26	0.98%	0.02%													258,367	0.11%	112.58	0.15%
1	Southwestern Region	108	City of Danville	14	Urban Principal Arterial - Other			              																									7,935	0.04%	0.00%	0.92	0.01%	0.00%	510,567	2.37%	0.23%	26.46	2.12%	0.04%													518,502	0.23%	27.38	0.04%
1	Southwestern Region	108	City of Danville	16	Urban Minor Arterial			              																									150,430	0.75%	0.07%	20.42	0.20%	0.03%	126,981	0.59%	0.06%	16.12	1.29%	0.02%													277,411	0.12%	36.54	0.05%
1	Southwestern Region	108	City of Danville	17	Urban Collector			              																									59,561	0.30%	0.03%	30.57	0.30%	0.04%																			59,561	0.03%	30.57	0.04%
1	Southwestern Region	108	City of Danville	19	Urban Local System			              																									90,187	0.45%	0.04%	222.39	2.18%	0.30%																			90,187	0.04%	222.39	0.30%
1	Southwestern Region	108	City of Danville Total:																														308,113	1.54%	0.14%	274.30	2.68%	0.37%	637,547	2.96%	0.28%	42.58	3.42%	0.06%													945,660	0.42%	316.88	0.43%
1	Southwestern Region	144	Town of Farmville	14	Urban Principal Arterial - Other			              																															47,354	0.22%	0.02%	3.76	0.30%	0.01%													47,354	0.02%	3.76	0.01%
1	Southwestern Region	144	Town of Farmville	16	Urban Minor Arterial			              																									2,124	0.01%	0.00%	1.00	0.01%	0.00%	45,807	0.21%	0.02%	5.82	0.47%	0.01%													47,932	0.02%	6.82	0.01%
1	Southwestern Region	144	Town of Farmville	17	Urban Collector			              																									22,652	0.11%	0.01%	7.67	0.08%	0.01%																			22,652	0.01%	7.67	0.01%
1	Southwestern Region	144	Town of Farmville	19	Urban Local System			              																									8,530	0.04%	0.00%	32.27	0.32%	0.04%																			8,530	0.00%	32.27	0.04%
1	Southwestern Region	144	Town of Farmville Total:																														33,307	0.17%	0.01%	40.94	0.40%	0.06%	93,161	0.43%	0.04%	9.58	0.77%	0.01%													126,467	0.06%	50.52	0.07%
1	Southwestern Region	113	City of Galax	14	Urban Principal Arterial - Other			              																															89,525	0.42%	0.04%	7.97	0.64%	0.01%													89,525	0.04%	7.97	0.01%
1	Southwestern Region	113	City of Galax	16	Urban Minor Arterial			              																									25,989	0.13%	0.01%	4.83	0.05%	0.01%	264	0.00%	0.00%	0.11	0.01%	0.00%													26,253	0.01%	4.94	0.01%
1	Southwestern Region	113	City of Galax	17	Urban Collector			              																									16,755	0.08%	0.01%	7.89	0.08%	0.01%																			16,755	0.01%	7.89	0.01%
1	Southwestern Region	113	City of Galax	19	Urban Local System			              																									16,404	0.08%	0.01%	39.59	0.39%	0.05%																			16,404	0.01%	39.59	0.05%
1	Southwestern Region	113	City of Galax Total:																														59,148	0.30%	0.03%	52.31	0.51%	0.07%	89,789	0.42%	0.04%	8.08	0.65%	0.01%													148,938	0.07%	60.39	0.08%
1	Southwestern Region	252	Town of Lebanon	6	Rural Minor Arterial			              																															42,536	0.20%	0.02%	5.26	0.42%	0.01%													42,536	0.02%	5.26	0.01%
1	Southwestern Region	252	Town of Lebanon	7	Rural Major Collector			              																									4,664	0.02%	0.00%	1.29	0.01%	0.00%	2,544	0.01%	0.00%	0.58	0.05%	0.00%													7,208	0.00%	1.87	0.00%
1	Southwestern Region	252	Town of Lebanon	9	Rural Local System			              																									22,925	0.11%	0.01%	23.80	0.23%	0.03%																			22,925	0.01%	23.80	0.03%
1	Southwestern Region	252	Town of Lebanon Total:																														27,588	0.14%	0.01%	25.09	0.25%	0.03%	45,081	0.21%	0.02%	5.84	0.47%	0.01%													72,669	0.03%	30.93	0.04%
1	Southwestern Region	118	City of Lynchburg	12	Urban Principal Arterial - Other Freeways or Expressways			              																															395,252	1.83%	0.18%	11.77	0.94%	0.02%													395,252	0.18%	11.77	0.02%
1	Southwestern Region	118	City of Lynchburg	14	Urban Principal Arterial - Other			              																															297,844	1.38%	0.13%	14.09	1.13%	0.02%													297,844	0.13%	14.09	0.02%
1	Southwestern Region	118	City of Lynchburg	16	Urban Minor Arterial			              																									318,164	1.59%	0.14%	37.55	0.37%	0.05%	221,132	1.03%	0.10%	17.43	1.40%	0.02%													539,296	0.24%	54.98	0.07%
1	Southwestern Region	118	City of Lynchburg	17	Urban Collector			              																									106,250	0.53%	0.05%	28.00	0.27%	0.04%																			106,250	0.05%	28.00	0.04%
1	Southwestern Region	118	City of Lynchburg	19	Urban Local System			              																									149,465	0.75%	0.07%	265.58	2.60%	0.36%																			149,465	0.07%	265.58	0.36%
1	Southwestern Region	118	City of Lynchburg Total:																														573,879	2.87%	0.26%	331.13	3.24%	0.45%	914,228	4.24%	0.41%	43.29	3.47%	0.06%													1,488,107	0.66%	374.42	0.51%
1	Southwestern Region	119	Town of Marion	16	Urban Minor Arterial			              																															54,159	0.25%	0.02%	5.49	0.44%	0.01%													54,159	0.02%	5.49	0.01%
1	Southwestern Region	119	Town of Marion	17	Urban Collector			              																									13,205	0.07%	0.01%	5.40	0.05%	0.01%																			13,205	0.01%	5.40	0.01%
1	Southwestern Region	119	Town of Marion	19	Urban Local System			              																									15,214	0.08%	0.01%	30.73	0.30%	0.04%																			15,214	0.01%	30.73	0.04%
1	Southwestern Region	119	Town of Marion Total:																														28,419	0.14%	0.01%	36.13	0.35%	0.05%	54,159	0.25%	0.02%	5.49	0.44%	0.01%													82,578	0.04%	41.62	0.06%
1	Southwestern Region	120	City of Martinsville	14	Urban Principal Arterial - Other			              																									16,714	0.08%	0.01%	1.00	0.01%	0.00%	94,231	0.44%	0.04%	7.01	0.56%	0.01%													110,944	0.05%	8.01	0.01%
1	Southwestern Region	120	City of Martinsville	16	Urban Minor Arterial			              																									54,135	0.27%	0.02%	9.51	0.09%	0.01%	33,593	0.16%	0.01%	4.63	0.37%	0.01%													87,727	0.04%	14.14	0.02%
1	Southwestern Region	120	City of Martinsville	17	Urban Collector			              																									20,115	0.10%	0.01%	7.99	0.08%	0.01%																			20,115	0.01%	7.99	0.01%
1	Southwestern Region	120	City of Martinsville	19	Urban Local System			              																									44,198	0.22%	0.02%	69.87	0.68%	0.09%																			44,198	0.02%	69.87	0.09%
1	Southwestern Region	120	City of Martinsville Total:																														135,162	0.68%	0.06%	88.37	0.86%	0.12%	127,823	0.59%	0.06%	11.64	0.93%	0.02%													262,985	0.12%	100.01	0.14%
1	Southwestern Region	266	Town of Narrows	7	Rural Major Collector			              																									42	0.00%	0.00%	0.13	0.00%	0.00%																			42	0.00%	0.13	0.00%
1	Southwestern Region	266	Town of Narrows	9	Rural Local System			              																									4,996	0.02%	0.00%	15.82	0.15%	0.02%																			4,996	0.00%	15.82	0.02%
1	Southwestern Region	266	Town of Narrows Total:																														5,039	0.03%	0.00%	15.95	0.16%	0.02%																			5,039	0.00%	15.95	0.02%
1	Southwestern Region	146	City of Norton	16	Urban Minor Arterial			              																									4,640	0.02%	0.00%	1.42	0.01%	0.00%	31,599	0.15%	0.01%	4.03	0.32%	0.01%													36,240	0.02%	5.45	0.01%
1	Southwestern Region	146	City of Norton	17	Urban Collector			              																									2,969	0.01%	0.00%	3.87	0.04%	0.01%	2,797	0.01%	0.00%	1.71	0.14%	0.00%													5,766	0.00%	5.58	0.01%
1	Southwestern Region	146	City of Norton	19	Urban Local System			              																									17,378	0.09%	0.01%	19.35	0.19%	0.03%																			17,378	0.01%	19.35	0.03%
1	Southwestern Region	146	City of Norton Total:																														24,987	0.12%	0.01%	24.64	0.24%	0.03%	34,397	0.16%	0.02%	5.74	0.46%	0.01%													59,384	0.03%	30.38	0.04%
1	Southwestern Region	279	Town of Pearisburg	7	Rural Major Collector			              																									2,615	0.01%	0.00%	1.30	0.01%	0.00%																			2,615	0.00%	1.30	0.00%
1	Southwestern Region	279	Town of Pearisburg	9	Rural Local System			              																									12,982	0.06%	0.01%	18.71	0.18%	0.03%																			12,982	0.01%	18.71	0.03%
1	Southwestern Region	279	Town of Pearisburg Total:																														15,597	0.08%	0.01%	20.01	0.20%	0.03%																			15,597	0.01%	20.01	0.03%
1	Southwestern Region	125	Town of Pulaski	14	Urban Principal Arterial - Other			              																															51,800	0.24%	0.02%	6.63	0.53%	0.01%													51,800	0.02%	6.63	0.01%
